,treino,previsto,MAPE,MSE,AE
gamma1,[0.8150630762603065],[0.8150119781494141],6.269221656670207e-05,2.6110169367754357e-09,5.1098110892433546e-05
gamma2,[0.3681203650383047],[0.36819541454315186],0.0002038721895740501,5.632428177803559e-09,7.504950484715778e-05
gamma3,[0.07083953646328556],[0.0707821398973465],0.0008102335052518025,3.294365781596946e-09,5.739656593906073e-05
gamma4,[0.43788188302104547],[0.4379431903362274],0.00014000879588571603,3.758586894818533e-09,6.130731518194654e-05
JXX,[-0.6109255041336379],[-0.6109521389007568],4.359740580272621e-05,7.094108194806627e-10,2.66347671189493e-05
JXY,[0.6121546029321616],[0.6120811104774475],0.00012005538202618464,5.40114089990522e-09,7.349245471410804e-05
JXZ,[-0.25588029746786645],[-0.25568056106567383],0.0007805853134030432,3.9894630360851436e-08,0.00019973640219261846
JYX,[0.6840539845332714],[0.6840656995773315],1.7125905739969933e-05,1.3724225733166948e-10,1.1715044060167656e-05
JYY,[0.5925904370985218],[0.5925507545471191],6.696454906853928e-05,1.57470488582246e-09,3.9682551402631105e-05
JYZ,[0.1486956182422896],[0.14866520464420319],0.0002045359402377527,9.249869485623289e-10,3.0413598086420635e-05
JZX,[0.11579696496935821],[0.1159876361489296],0.0016465991109684407,3.635549871914483e-08,0.0001906711795713889
JZY,[-0.9168161896383005],[-0.916959285736084],0.00015607937490716276,2.0476493200868638e-08,0.00014309609778351273
JZZ,[0.7764692864270932],[0.7762669920921326],0.00026053101970267893,4.092299795717654e-08,0.00020229433496066207
