,treino,previsto,MAPE,MSE,AE
gamma1,[0.4105259240114544],[0.41051021218299866],3.8272439173132196e-05,2.4686155342204427e-10,1.5711828455722276e-05
gamma2,[0.3800892996387989],[0.3799435794353485],0.00038338412470138535,2.123437769362116e-08,0.0001457202034503835
gamma3,[0.3998964924293077],[0.39982783794403076],0.00017168063880697223,4.7134383486403455e-09,6.865448527693108e-05
gamma4,[0.07255160439549668],[0.0726059153676033],0.0007485840259376868,2.9496816911659776e-09,5.431097210661928e-05
JXX,[0.819538475847744],[0.8191841840744019],0.0004323064551370013,1.2552266065790353e-07,0.00035429177334211914
JXY,[-0.41184191848264295],[-0.4116070568561554],0.000570271300582671,5.515998359638175e-08,0.00023486162648755915
JXZ,[-0.08113224133756103],[-0.08105827122926712],0.0009117227266795957,5.4715769210125e-09,7.397010829390815e-05
JYX,[-0.7272825789128776],[-0.7273181080818176],4.885194554380126e-05,1.262321845567575e-09,3.552916894000724e-05
JYY,[0.9901214406925392],[0.9898415207862854],0.0002827127004319455,7.835515391711158e-08,0.00027991990625375607
JYZ,[-0.6907120075849054],[-0.6904662847518921],0.0003557529481389071,6.037971066406897e-08,0.00024572283301327325
JZX,[0.3478791069281282],[0.3477511703968048],0.0003677614687846173,1.6367756047055466e-08,0.00012793653132336935
JZY,[0.19605110908336165],[0.19584427773952484],0.001054986859313636,4.2779204793341045e-08,0.0002068313438368108
JZZ,[0.4292474339778447],[0.42911022901535034],0.00031964072847886983,1.8825201733079794e-08,0.00013720496249436387
