,treino,previsto,MAPE,MSE,AE
gamma1,[0.3020437047996458],[0.3019730746746063],0.0002338407452866654,4.98861456309466e-09,7.063012503949473e-05
gamma2,[0.335063350697719],[0.33504152297973633],6.514504775647549e-05,4.764492723299974e-10,2.18277179826476e-05
gamma3,[0.14195051753283405],[0.14189839363098145],0.0003671976880292179,2.7169011443402726e-09,5.2123901852607624e-05
gamma4,[0.7434142500319177],[0.7434826493263245],9.200697242994917e-05,4.678463475336883e-09,6.839929440671799e-05
JXX,[-0.2769544501718497],[-0.27699214220046997],0.00013609468487277624,1.4206890215098126e-09,3.7692028620250895e-05
JXY,[-0.039038668797412024],[-0.03899122774600983],0.0012152323033448882,2.25065335814592e-09,4.744105140219723e-05
JXZ,[-0.16609474678867042],[-0.16617298126220703],0.00047102316629044446,6.120632849550401e-09,7.823447353660917e-05
JYX,[-0.10648149243215355],[-0.10645435750484467],0.00025483233460659875,7.363042800582321e-10,2.7134927308880563e-05
JYY,[-0.1809685401002077],[-0.1809840351343155],8.562280548444558e-05,2.400960820020147e-10,1.5495034107804173e-05
JYZ,[0.31541165278854155],[0.3154216408729553],3.166682120164501e-05,9.976183025659684e-11,9.988084413770082e-06
JZX,[-0.48228923621984343],[-0.48231053352355957],4.415877883376814e-05,4.535751455774692e-10,2.1297303716139027e-05
JZY,[0.2699918482069683],[0.270020991563797],0.00010794161757930732,8.493352472441749e-10,2.914335682868696e-05
JZZ,[-0.97974325274531],[-0.979788601398468],4.628626227422605e-05,2.056500343242113e-09,4.534865315797276e-05
