,treino,previsto,MAPE,MSE,AE
gamma1,[0.25380093529249415],[0.2538059651851654],1.981825900469298e-05,2.529982028439478e-11,5.029892671259972e-06
gamma2,[0.691880100354552],[0.6918728351593018],1.0500656467170287e-05,5.278306202490109e-11,7.265195250294454e-06
gamma3,[0.3244381436862491],[0.32442837953567505],3.009556910644556e-05,9.533863643323697e-11,9.764150574076425e-06
gamma4,[0.6748205703679084],[0.6748179793357849],3.839586754312602e-06,6.713447465124462e-12,2.5910321235222966e-06
JXX,[-0.6374702733335573],[-0.6374712586402893],1.5456512612416147e-06,9.708293560891465e-13,9.853067319820497e-07
JXY,[0.3228610969904888],[0.322853147983551],2.4620516413672907e-05,6.318671129704579e-11,7.94900693779077e-06
JXZ,[-0.3308805936649999],[-0.33087241649627686],2.4713352428618466e-05,6.68660883249597e-11,8.177168723033645e-06
JYX,[-0.6041207916749591],[-0.6040894985198975],5.179950018755599e-05,9.792615537139428e-10,3.1293155061673517e-05
JYY,[-0.02096932190376899],[-0.020978175103664398],0.0004221977198899137,7.837914838806801e-11,8.853199895408892e-06
JYZ,[-0.01193064178564951],[-0.011923092417418957],0.0006327713434187022,5.6992960680479075e-11,7.549368230552744e-06
JZX,[-0.04045491970371362],[-0.04047338292002678],0.00045638988900188846,3.4089035662646996e-10,1.846321631315817e-05
JZY,[-0.08333777059837977],[-0.08336953818798065],0.0003811907778764316,1.009179749050193e-09,3.1767589600883994e-05
JZZ,[-0.47093939488950465],[-0.47097742557525635],8.075494673921455e-05,1.4463330587445482e-09,3.803068575169988e-05
