,treino,previsto,MAPE,MSE,AE
gamma1,[0.02834747652200631],[0.02837023325264454],0.0008027780046157924,5.178687893409218e-10,2.275673063822925e-05
gamma2,[0.8357651039198697],[0.835716724395752],5.788650888967357e-05,2.340578353858647e-09,4.8379524117736494e-05
gamma3,[0.43276706790505337],[0.4327131509780884],0.00012458648303807863,2.9070350133482764e-09,5.391692696499195e-05
gamma4,[0.762280082457942],[0.76237553358078],0.00012521791534977973,9.110916851042925e-09,9.545112283804169e-05
JXX,[-0.7312715117751976],[-0.7312358021736145],4.883220665381756e-05,1.2751756452205976e-09,3.570960158305603e-05
JXY,[0.6948674738744653],[0.6948643326759338],4.5205721229028734e-06,9.867128214353347e-12,3.1411985315088486e-06
JXZ,[0.5275492379532281],[0.527571976184845],4.3101629158130657e-05,5.170271770644485e-10,2.273823161691446e-05
JYX,[-0.4898619485211566],[-0.48987939953804016],3.562435689531432e-05,3.04537990270009e-10,1.7451016883551773e-05
JYY,[-0.009129825816118098],[-0.009143873117864132],0.0015386166208378814,1.973266863441321e-10,1.404730174603408e-05
JYZ,[-0.10101787042252375],[-0.10069490224123001],0.003197139079876359,1.0430844612818406e-07,0.00032296818129373683
JZX,[0.3031859454455259],[0.30306464433670044],0.00040008816585220366,1.4713959002287726e-08,0.00012130110882546674
JZY,[0.5774467022710263],[0.5773169994354248],0.00022461438448160935,1.682282556308056e-08,0.00012970283560154172
JZZ,[-0.8122808264515302],[-0.8122806549072266],2.1118841915838014e-07,2.942744811509318e-14,1.7154430365096118e-07
