,treino,previsto,MAPE,MSE,AE
gamma1,[0.6068017336408379],[0.5592002868652344],0.07844645810418616,0.0022658977351306146,0.04760144677560352
gamma2,[0.5812040171120031],[0.4253089129924774],0.2682278503410332,0.02430328348843775,0.15589510411952567
gamma3,[0.15838287025480557],[0.1971256583929062],0.24461476216317718,0.0015010036327137498,0.038742788138100615
gamma4,[0.43066964029126864],[0.4104684889316559],0.04690637432894132,0.00040808651625398433,0.020201151359612757
JXX,[0.9120685437784988],[0.8251123428344727],0.09533954606502025,0.007561380882617849,0.08695620094402612
JXY,[0.8956549741186988],[0.8488057851791382],0.052307183338828625,0.0021948465042946454,0.04684918893956058
JXZ,[-0.8868972645463826],[-0.7201400399208069],0.18802315813981715,0.027807971964824724,0.16675722462557574
JYX,[-0.8302560096821567],[-0.7841074466705322],0.055583533841918664,0.002129689868037878,0.04614856301162451
JYY,[0.6709977562588991],[0.6026930212974548],0.10179577252578689,0.00466553681815315,0.06830473496144429
JYZ,[0.4719399781370466],[0.45099928975105286],0.04437150772574041,0.00043851243007929233,0.020940688385993722
JZX,[0.3394608028804418],[0.440420925617218],0.2974131972825576,0.010192946383024922,0.10096012273677624
JZY,[-0.3837270848217116],[-0.3770500421524048],0.017400498774823532,4.458289880774366e-05,0.006677042669306799
JZZ,[0.21188833135692486],[0.21657760441303253],0.022130869718392423,2.1989281794737348e-05,0.004689273056107668
