,treino,previsto,MAPE,MSE,AE
gamma1,[0.9928062363216612],[0.9927141070365906],9.279684363382763e-05,8.48780516762543e-09,9.212928507063012e-05
gamma2,[0.9285407455267378],[0.9282732009887695],0.00028813440794837517,7.158007979666549e-08,0.0002675445379682895
gamma3,[0.9383085490615657],[0.9382166862487793],9.790256401081178e-05,8.438776373027679e-09,9.186281278639186e-05
gamma4,[0.05438971809425153],[0.05444918945431709],0.0010934301950693808,3.536842668048208e-09,5.947136006556608e-05
JXX,[-0.45701777348010886],[-0.4568791091442108],0.00030341125431980026,1.9227798050045066e-08,0.00013866433589804217
JXY,[0.08381318894888312],[0.08378623425960541],0.0003216043872779182,7.265552740581068e-10,2.695468927771394e-05
JXZ,[0.41626068745402045],[0.4161919057369232],0.00016523711983930796,4.730924606843751e-09,6.878171709723269e-05
JYX,[0.917191422295486],[0.9170567989349365],0.00014677782333872368,1.8123449205635165e-08,0.00013462336054947954
JYY,[-0.2618426626154975],[-0.2617079019546509],0.0005146627348672371,1.816043571181537e-08,0.0001347606608466112
JYZ,[0.06558319034107951],[0.06560394167900085],0.0003164124497972924,4.306180255257719e-10,2.0751337921343094e-05
JZX,[-0.2505554106105863],[-0.2505294382572174],0.00010365911997502707,6.745631395177092e-10,2.5972353368874934e-05
JZY,[0.1001806372651497],[0.10020250827074051],0.00021831569640474427,4.783408855533399e-10,2.187100559081223e-05
JZZ,[0.6830199055618982],[0.68304443359375],3.5911152298913175e-05,6.016243465240249e-10,2.4528031851822618e-05
