,treino,previsto,MAPE,MSE,AE
gamma1,[0.3297995475987595],[0.3268939256668091],0.008810266578914372,8.442638811431353e-06,0.0029056219319504306
gamma2,[0.1675882811446039],[0.16170474886894226],0.035107062590999494,3.461595203875211e-05,0.005883532275661629
gamma3,[0.6317971572750811],[0.6548727750778198],0.03652377592558825,0.0005324841369780713,0.0230756178027387
gamma4,[0.8937793635045664],[0.8947623372077942],0.0010997945839490506,9.662373012372805e-07,0.000982973703227752
JXX,[-0.01102512804113065],[-0.10656934976577759],8.6660419151784,0.009128698304968496,0.09554422172464694
JXY,[0.11338346029479829],[0.09740948677062988],0.14088451245566058,0.0002551678301508332,0.015973973524168406
JXZ,[0.6194855109905537],[0.576827883720398],0.06885976590791683,0.0018196731643195367,0.04265762727015576
JYX,[-0.358768861095224],[-0.4123697876930237],0.14940239360286342,0.0028730593321427103,0.05360092659779969
JYY,[-0.35806504184041565],[-0.3743646740913391],0.0455214286408556,0.00026567801151534406,0.016299632250923457
JYZ,[0.38633367460551105],[0.3769490122795105],0.02429159802231404,8.807188697305401e-05,0.009384662326000548
JZX,[-0.02766565445920155],[-0.06776384264230728],1.4493851299356897,0.0016078646955677602,0.04009818818310573
JZY,[-0.2813102593254373],[-0.25181907415390015],0.10483508579550205,0.0008697300028218925,0.02949118517153715
JZZ,[-0.188999914209238],[-0.158657044172287],0.16054435878398884,0.0009206897620793,0.03034287003695102
