,treino,previsto,MAPE,MSE,AE
gamma1,[0.25510242142972195],[0.2569407820701599],0.007206362958590783,3.3795698443114804e-06,0.0018383606404379638
gamma2,[0.779815799401953],[0.7783300876617432],0.0019052085650858098,2.207339374997347e-06,0.0014857117402098385
gamma3,[0.0254093514055741],[0.005651053506880999],0.7775994586921524,0.0003903903358535002,0.0197582978986931
gamma4,[0.35218703417241026],[0.2758893668651581],0.216639625835576,0.005821334036528138,0.07629766730725218
JXX,[-0.4403690528540243],[-0.4189106225967407],0.04872828850758662,0.0004604642291067024,0.021458430257283556
JXY,[0.0042808872494692896],[0.013032104820013046],2.0442532261574193,7.658380896699377e-05,0.008751217570543757
JXZ,[0.12829563294553736],[0.160819411277771],0.25350651137159336,0.00105779615700427,0.03252377833223363
JYX,[-0.07807628366854513],[-0.048274844884872437],0.3816964305087552,0.0008881257535769911,0.029801438783672696
JYY,[0.1734731208329543],[0.07944842427968979],0.5420130571341105,0.00884064356193347,0.09402469655326451
JYZ,[-0.02553243332706523],[-0.04330812394618988],0.6962004126838091,0.0003159751769868361,0.01777569061912465
JZX,[0.03579855711022262],[0.13538408279418945],2.7818307139404017,0.009917276925752018,0.09958552568396684
JZY,[-0.5955356590317753],[-0.525348961353302],0.11785473567205558,0.004926172531009409,0.0701866976784733
JZZ,[-0.7792109396740667],[-0.8336842656135559],0.06990831771724691,0.0029673432389098237,0.05447332593948917
