,treino,previsto,MAPE,MSE,AE
gamma1,[0.5764279589751974],[0.5763516426086426],0.0001323953242838642,5.824187804127699e-09,7.631636655480722e-05
gamma2,[0.7812095675548225],[0.7811257839202881],0.0001072486026978277,7.019697415798754e-09,8.378363453442894e-05
gamma3,[0.6615809723574216],[0.6614803075790405],0.00015215791050097696,1.0133397606517966e-08,0.00010066477838110988
gamma4,[0.839298017459614],[0.8390028476715088],0.00035168650701522655,8.712520381005464e-08,0.00029516978810517625
JXX,[-0.23795862000845713],[-0.23796430230140686],2.3879332253334362e-05,3.2288453166515875e-11,5.682292949726886e-06
JXY,[-0.5385616273790497],[-0.5383619070053101],0.0003708403339308878,3.988822768668916e-08,0.00019972037373960916
JXZ,[-0.6679265513717296],[-0.6678324937820435],0.0001408202585943053,8.84683017757182e-09,9.405758968616951e-05
JYX,[0.8276668695454259],[0.8274170160293579],0.00030187690876791245,6.242677949153645e-08,0.0002498535160679882
JYY,[0.155878050571864],[0.15582311153411865],0.00035244883768937115,3.0182978683837263e-09,5.493903774533848e-05
JYZ,[0.38026531463053437],[0.3802282512187958],9.746724277128012e-05,1.3736964897043632e-09,3.706341173859151e-05
JZX,[0.10611895139196825],[0.10604555159807205],0.0006916747002624067,5.38752974400472e-09,7.339979389620055e-05
JZY,[-0.2329118720894543],[-0.23285308480262756],0.0002524014181817028,3.4559450924486483e-09,5.878728682673362e-05
JZZ,[0.46324841325362565],[0.4631671905517578],0.0001753329305487866,6.597127298710969e-09,8.122270186783354e-05
