,treino,previsto,MAPE,MSE,AE
gamma1,[0.4105259240114544],[0.40750545263290405],0.007357565507765717,9.123247348641712e-06,0.0030204713785503268
gamma2,[0.3800892996387989],[0.5500205755233765],0.44708250415379824,0.028876638523760413,0.16993127588457757
gamma3,[0.3998964924293077],[0.4138760566711426],0.034957956637507004,0.00019542821639158858,0.013979564241834885
gamma4,[0.07255160439549668],[-0.04014531150460243],1.553334579422399,0.012700594853394013,0.11269691590009911
JXX,[0.819538475847744],[1.466200351715088],0.7890561516326934,0.41817158170027213,0.6466618758673439
JXY,[-0.41184191848264295],[-0.4146140217781067],0.006730988690216499,7.684556680720898e-06,0.002772103295463735
JXZ,[-0.08113224133756103],[-0.05381835252046585],0.3366588715755092,0.000746048522312637,0.027313888817095178
JYX,[-0.7272825789128776],[-0.7535434365272522],0.03610819009803397,0.0006896326426424552,0.026260857614374578
JYY,[0.9901214406925392],[1.538772463798523],0.5541249795805154,0.30101794515524277,0.5486510231059838
JYZ,[-0.6907120075849054],[-0.926520824432373],0.34139961989654716,0.055605798103002556,0.23580881684746768
JZX,[0.3478791069281282],[0.49340710043907166],0.41832921441013576,0.021178396895321208,0.14552799351094348
JZY,[0.19605110908336165],[0.43371325731277466],1.2122458747650247,0.05648329670101948,0.237662148229413
JZZ,[0.4292474339778447],[0.9637997150421143],1.2453243485011958,0.2857461411910138,0.5345522810642696
