,treino,previsto,MAPE,MSE,AE
gamma1,[0.6068017336408379],[0.5937563180923462],0.021498645810087945,0.00017018286683282905,0.013045415548491701
gamma2,[0.5812040171120031],[0.5333335995674133],0.08236422346572445,0.002291576875893367,0.04787041754458976
gamma3,[0.15838287025480557],[0.18698260188102722],0.18057338890380342,0.0008179446490919028,0.028599731626221647
gamma4,[0.43066964029126864],[0.4511694014072418],0.04759973584882573,0.000420240205811966,0.02049976111597318
JXX,[0.9120685437784988],[0.8866878747940063],0.027827589447768822,0.0006441783581003759,0.025380668984492427
JXY,[0.8956549741186988],[0.8750087022781372],0.023051590665118513,0.00042626854091436516,0.02064627184056156
JXZ,[-0.8868972645463826],[-0.8283803462982178],0.06597936490208281,0.0034242297212624087,0.05851691824816485
JYX,[-0.8302560096821567],[-0.8070645928382874],0.02793285031775639,0.0005378418152261086,0.023191416843869384
JYY,[0.6709977562588991],[0.6379314661026001],0.04927928573212794,0.0010933795447005579,0.03306629015629903
JYZ,[0.4719399781370466],[0.4753990173339844],0.007329404918379952,1.1964952165952076e-05,0.0034590391969377965
JZX,[0.3394608028804418],[0.38708582520484924],0.14029608697172913,0.002268142751400309,0.04762502232440746
JZY,[-0.3837270848217116],[-0.4153294265270233],0.08235629684569935,0.0009987080012592853,0.03160234170531173
JZZ,[0.21188833135692486],[0.2076159119606018],0.020163542602665493,1.8253567498077478e-05,0.004272419396323057
