,treino,previsto,MAPE,MSE,AE
gamma1,[0.26472725338019576],[0.26476022601127625],0.00012455321716775054,1.0871944003698083e-09,3.297263108048565e-05
gamma2,[0.27283011652347666],[0.27280035614967346],0.00010908023711758949,8.856798489062167e-10,2.9760373803200402e-05
gamma3,[0.07427986373631945],[0.07427121698856354],0.0001164076954503879,7.47662467544001e-11,8.646747755913786e-06
gamma4,[0.7315481986397349],[0.7315884232521057],5.498559417636299e-05,1.618019440385448e-09,4.022461237085384e-05
JXX,[-0.5926591051578969],[-0.5927303433418274],0.00012020094403431396,5.0748788497173096e-09,7.123818393051096e-05
JXY,[-0.814613156303337],[-0.8146167397499084],4.398954944132187e-06,1.2841089330620879e-11,3.5834465714756902e-06
JXZ,[0.3189600046665215],[0.318922758102417],0.00011677502997115141,1.387306537592985e-09,3.724656410453164e-05
JYX,[0.17225884362757293],[0.17230065166950226],0.00024270476365042387,1.7479123699642317e-09,4.180804192932541e-05
JYY,[0.26881842145966495],[0.26882514357566833],2.50061583089712e-05,4.5186843563006714e-11,6.722116003388123e-06
JYZ,[-0.29030610911584054],[-0.29034751653671265],0.00014263365314019446,1.7145745032799057e-09,4.140742087210825e-05
JZX,[-0.0974703196240907],[-0.09748267382383347],0.00012674832493025521,1.5262625128426026e-10,1.2354199742770078e-05
JZY,[0.7767386580946491],[0.7767857313156128],6.06036798517485e-05,2.2158881318921335e-09,4.707322096364486e-05
JZZ,[0.635838140646408],[0.6358669996261597],4.5387305206873003e-05,8.32840712308405e-10,2.8858979751689162e-05
