,treino,previsto,MAPE,MSE,AE
gamma1,[0.8288422184314298],[0.8286027908325195],0.00028886993638352755,5.732557511993664e-08,0.000239427598910269
gamma2,[0.567045513075952],[0.5669868588447571],0.00010343831287318826,3.440318837063359e-09,5.8654231194887885e-05
gamma3,[0.8306131699639854],[0.8304689526557922],0.00017362752410895777,2.0798631982475042e-08,0.00014421730819313971
gamma4,[0.3211950552460766],[0.3211636543273926],9.776277116089277e-05,9.86017694201221e-10,3.14009186840325e-05
JXX,[0.36848190482414656],[0.36850714683532715],6.850271573753214e-05,6.371591284411761e-10,2.5242011180592883e-05
JXY,[-0.8083253830463917],[-0.8081842660903931],0.0001745793945833707,1.9913995270313714e-08,0.0001411169559986103
JXZ,[-0.6661703874666143],[-0.6660234332084656],0.0002205956027369444,2.1595553988035217e-08,0.00014695425814870156
JYX,[0.21024771548237609],[0.21038807928562164],0.0006676115501351252,1.970199726155768e-08,0.00014036380324555786
JYY,[-0.34392793595973714],[-0.34367233514785767],0.0007431813038572058,6.533177503344679e-08,0.00025560081187947503
JYZ,[0.8292446415583807],[0.8291033506393433],0.00017038508536147852,1.9963123802453856e-08,0.00014129091903747337
JZX,[0.5761022388154311],[0.5758907198905945],0.00036715518632862536,4.4740255564038784e-08,0.00021151892483661783
JZY,[0.7293919108689626],[0.7294692993164062],0.0001060999529751466,5.9889717977384626e-09,7.738844744364926e-05
JZZ,[-0.17093465529655072],[-0.1707545816898346],0.0010534645909205417,3.242650383575351e-08,0.0001800736067161246
