,treino,previsto,MAPE,MSE,AE
gamma1,[0.2669633158304182],[0.24728816747665405],0.07369982011409502,0.00038711146274262854,0.01967514835376416
gamma2,[0.3294786484694515],[0.29266592860221863],0.11173021389471335,0.0013551763440233632,0.03681271986723289
gamma3,[0.7265968271185355],[0.6116008758544922],0.15826651999029867,0.013224068807122215,0.11499595126404327
gamma4,[0.47305066131356854],[0.36629316210746765],0.2256787865165569,0.011397163636740633,0.10675749920610089
JXX,[0.2789473894406407],[0.21531341969966888],0.2281217611269775,0.004049282104994914,0.0636339697409718
JXY,[-0.14195803173618882],[-0.10429929941892624],0.265280744292416,0.0014181801197432368,0.03765873231726258
JXZ,[0.44859764131257807],[0.5628264546394348],0.25463534090956874,0.013048221794061886,0.11422881332685675
JYX,[-0.8675370608806985],[-0.6562796235084534],0.2435140202054108,0.04462970484508807,0.21125743737224512
JYY,[0.39572582339265283],[0.33096665143966675],0.1636465656898256,0.0041937503520364195,0.06475917195298608
JYZ,[-0.25013652378796336],[-0.30064788460731506],0.2019351674614674,0.0025513975718227384,0.0505113608193517
JZX,[0.2160727927839059],[0.24201960861682892],0.12008367873910157,0.0006732372518676248,0.02594681583292302
JZY,[-0.6598174185959966],[-0.5622896552085876],0.14781022846431524,0.009511664631350432,0.09752776338740898
JZZ,[-0.31086587417068134],[-0.24922487139701843],0.19828809752150162,0.003799613222942719,0.06164100277366291
