,treino,previsto,MAPE,MSE,AE
gamma1,[0.6306505848550839],[0.6128283739089966],0.02826004030454139,0.0003176312030068329,0.01782221094608727
gamma2,[0.5006197765650313],[0.4945440888404846],0.012136331820997198,3.691398132620742e-05,0.006075687724546697
gamma3,[0.8511188349123333],[0.8037434816360474],0.05566244257908555,0.0022444240980528975,0.04737535327628595
gamma4,[0.028351246084461268],[0.027941055595874786],0.014468164375014842,1.6825623692681644e-07,0.00041019048858648155
JXX,[0.598230738233454],[0.5385451316833496],0.09977021028099128,0.0035623716292538595,0.05968560655010435
JXY,[-0.34818771187492725],[-0.31036069989204407],0.10863970982546062,0.0014308828355531881,0.037827011982883185
JXZ,[-0.5190129698346531],[-0.5578537583351135],0.07483587262344205,0.001508606851337502,0.038840788500460466
JYX,[0.6451117387363627],[0.6101275086402893],0.054229721760450565,0.00122389635541501,0.03498423009607343
JYY,[-0.7698749260257931],[-0.7921921014785767],0.028988053381590276,0.0004980563201903249,0.022317175452783555
JYZ,[-0.047526449664778925],[-0.07695619016885757],0.619228676066846,0.0008661096261374074,0.02942974050407865
JZX,[0.11578945815114117],[0.1264420747756958],0.09199988319014037,0.00011347824094973776,0.010652616624554634
JZY,[0.22266613301352445],[0.17632168531417847],0.20813424597682792,0.0021478078325574148,0.04634444769934598
JZZ,[-0.7090570694820459],[-0.7420963644981384],0.04659610127041978,0.0010915950151603937,0.033039295016092485
