,treino,previsto,MAPE,MSE,AE
gamma1,[0.9656464075038401],[0.9597970247268677],0.006057478940032388,3.421527887154187e-05,0.005849382776972445
gamma2,[0.6626277675625857],[0.6678831577301025],0.00793113483132215,2.761912581283289e-05,0.00525539016751686
gamma3,[0.5405812068681397],[0.5582026243209839],0.03259716991445922,0.00031051435304740144,0.01762141745284418
gamma4,[0.3879011757932824],[0.37051743268966675],0.04481487602625804,0.00030219452429250566,0.01738374310361568
JXX,[-0.8193202914613009],[-0.809358537197113],0.012158559195965438,9.923654802006547e-05,0.009961754264187883
JXY,[0.9012671291268881],[0.8874004483222961],0.015385761176073801,0.00019228483653643938,0.013866680804591969
JXZ,[-0.7000578940080291],[-0.6682385206222534],0.045452488512915376,0.0010124725226634092,0.03181937338577567
JYX,[0.47874074135255906],[0.4775923490524292],0.0023987770434690304,1.3188048749975584e-06,0.0011483923001298635
JYY,[0.6824847918698727],[0.6668585538864136],0.022896096982097276,0.00024417931351569926,0.01562623798345908
JYZ,[0.49427390372409374],[0.44788965582847595],0.09384320625899303,0.0021514984528421236,0.04638424789561779
JZX,[-0.39612480866150146],[-0.37649476528167725],0.0495551981360465,0.0003853386030937804,0.019630043379824214
JZY,[-0.2967521262767605],[-0.34419310092926025],0.15986734534213506,0.0022506460759791234,0.047440974652499746
JZZ,[0.44372522715230645],[0.4540378153324127],0.023240932786917096,0.00010634947497246764,0.010312588180106275
