,treino,previsto,MAPE,MSE,AE
gamma1,[0.20136711521936546],[0.20129159092903137],0.00037505771611123735,5.703918430466952e-09,7.552429033408359e-05
gamma2,[0.8194173185392594],[0.8193026185035706],0.00013997755855743845,1.3156098187013915e-08,0.00011470003568880838
gamma3,[0.6529689056798653],[0.652910590171814],8.930824660117105e-05,3.4006984792875583e-09,5.8315508051354215e-05
gamma4,[0.1474309569583241],[0.14735962450504303],0.00048383633093572866,5.088318891094445e-09,7.133245328105886e-05
JXX,[-0.047683475541308695],[-0.047712162137031555],0.0006016045474287716,8.229207741668051e-10,2.868659572285992e-05
JXY,[0.2604381086377703],[0.26049959659576416],0.00023609431935860817,3.7807689782568595e-09,6.148795799387763e-05
JXZ,[-0.19207806086305412],[-0.19186623394489288],0.0011028168298318358,4.487064325768857e-08,0.00021182691816123977
JYX,[0.8400480253526539],[0.8403023481369019],0.00030274791032477955,6.468007858764122e-08,0.0002543227842479734
JYY,[-0.9662967591954601],[-0.966450572013855],0.00015917762005426527,2.36583831025772e-08,0.0001538128183948828
JYZ,[0.9752211014725047],[0.9751954078674316],2.634644085766887e-05,6.601613416522265e-10,2.5693605073096037e-05
JZX,[0.40822888780668243],[0.4085054397583008],0.0006774433654222803,7.64809819439201e-08,0.00027655195161835344
JZY,[0.6079899762951007],[0.6079501509666443],6.550326487132165e-05,1.5860567866574791e-09,3.982532845636655e-05
JZZ,[0.6062115991790376],[0.6060742139816284],0.00022662911365468503,1.8874692467146846e-08,0.00013738519740913446
