,treino,previsto,MAPE,MSE,AE
gamma1,[0.4407622204637107],[0.44064417481422424],0.00026782161448021547,1.3934775362683872e-08,0.00011804564948647567
gamma2,[0.028632026370586927],[0.02882309816777706],0.006673359220792641,3.650843168146783e-08,0.00019107179719013434
gamma3,[0.8961816708493071],[0.896202802658081],2.3579827016455e-05,4.465533420585481e-10,2.1131808773944272e-05
gamma4,[0.12987407341084578],[0.1296640932559967],0.0016167980978376018,4.409166543044215e-08,0.0002099801548490765
JXX,[-0.08278658122587723],[-0.08251939713954926],0.003227383983872744,7.138733598691544e-08,0.0002671840863279762
JXY,[0.75573580747802],[0.7556390166282654],0.00012807498175542497,9.368468596230866e-09,9.679084975466878e-05
JXZ,[-0.936307039182035],[-0.9365252256393433],0.0002330287482393818,4.7605330152751607e-08,0.00021818645730831143
JYX,[-0.43514770769241484],[-0.43531250953674316],0.000378726215064454,2.7159647894016372e-08,0.00016480184432832168
JYY,[0.9235823398396055],[0.9236328601837158],5.4700422399938176e-05,2.5523051690281426e-09,5.052034411034967e-05
JYZ,[0.32863746890923196],[0.3286905288696289],0.00016145438489731522,2.815359397325966e-09,5.30599603969506e-05
JZX,[-0.7432552611528482],[-0.743197500705719],7.771279955643943e-05,3.336269252569768e-09,5.776044712924033e-05
JZY,[-0.3032215345335192],[-0.30328431725502014],0.00020705231769748634,3.9416701190662945e-09,6.278272150095354e-05
JZZ,[0.7594986370688406],[0.7594101428985596],0.00011651656232397553,7.831218173723692e-09,8.849417028100603e-05
