,treino,previsto,MAPE,MSE,AE
gamma1,[0.32777281162209315],[0.32772836089134216],0.0001356144535936634,1.975867464296913e-09,4.445073075098893e-05
gamma2,[0.24999667668640035],[0.25000816583633423],4.5957210656389854e-05,1.3200056620304354e-10,1.1489149933874288e-05
gamma3,[0.9528169091459117],[0.9527214765548706],0.0001001583726369843,9.107379432809411e-09,9.543259104105584e-05
gamma4,[0.9965569925394552],[0.9963605999946594],0.00019707106193224394,3.857003165135214e-08,0.00019639254479575374
JXX,[0.142805189379827],[0.14277459681034088],0.00021422589486403117,9.359053077631344e-10,3.059256948612088e-05
JXY,[-0.14222189064977075],[-0.1421680450439453],0.0003786027986228924,2.8993492667088925e-09,5.384560582544218e-05
JXZ,[0.15618260226894076],[0.15624630451202393],0.0004078702887372217,4.057975773826455e-09,6.370224308316352e-05
JYX,[-0.5878035357209965],[-0.5877782702445984],4.2982858834200794e-05,6.383442976249541e-10,2.5265476398139697e-05
JYY,[0.6266425027146401],[0.6265491843223572],0.00014891807031700339,8.708322338261803e-09,9.331839228288175e-05
JYZ,[0.647177745066891],[0.64710932970047],0.00010571341017593508,4.680662362518736e-09,6.8415366420993e-05
JZX,[0.30694506780235153],[0.30693110823631287],4.547903681468202e-05,1.9486948398793896e-10,1.3959566038668214e-05
JZY,[-0.6795408869623607],[-0.6794371008872986],0.00015272969890900242,1.0771549376799548e-08,0.00010378607506211779
JZZ,[0.04133871927984911],[0.041295126080513],0.0010545367659070526,1.9003670283579616e-09,4.359319933611161e-05
