,treino,previsto,MAPE,MSE,AE
gamma1,[0.7721889738983578],[0.8213504552841187],0.06366509112085804,0.0024168512520425073,0.04916148138576082
gamma2,[0.18869807513374803],[0.1906464695930481],0.010325460171859476,3.7962409690311823e-06,0.0019483944593000624
gamma3,[0.6965874841150429],[0.7356337904930115],0.05605370074596401,0.0015246140417621895,0.039046306377968576
gamma4,[0.3788296503970776],[0.33856749534606934],0.10628036904927246,0.0016210411293514312,0.040262155051008275
JXX,[0.6289562908956208],[0.5966647267341614],0.051341507556076554,0.0010427451159936488,0.032291564161459396
JXY,[-0.8079541131822325],[-0.9779279232025146],0.21037557362115297,0.028891096092810955,0.1699738100202821
JXZ,[0.8487886289478179],[0.87345951795578],0.029065998490748902,0.0006086527644431854,0.024670889007962105
JYX,[0.46084424662008483],[0.4598371088504791],0.00218541899349343,1.0143264869663516e-06,0.0010071377696057038
JYY,[-0.4853199609607668],[-0.5305173993110657],0.09312915599190168,0.002042808433429068,0.04519743835029888
JYZ,[-0.14503240733877742],[-0.1852303147315979],0.2771650014670392,0.0016158717587617711,0.040197907392820476
JZX,[-0.9317073426318694],[-1.026355266571045],0.1015854653155527,0.008958229505995959,0.09464792393917554
JZY,[-0.7054176645697114],[-0.7331483364105225],0.03931099720578459,0.0007689901607427491,0.027730671840811016
JZZ,[0.3028950750933861],[0.27888259291648865],0.07927656852622683,0.0005765993002958173,0.024012482176897443
