,treino,previsto,MAPE,MSE,AE
gamma1,[0.9058727273132681],[0.6587201356887817],0.27283368200908015,0.06108440354670011,0.24715259162448633
gamma2,[0.28867836833405236],[0.1646367460489273],0.42968797073699255,0.015386324059125631,0.12404162228512505
gamma3,[0.35789010838860724],[0.3287528157234192],0.08141407650627201,0.0008489818238568215,0.029137292665188053
gamma4,[0.30474034460297605],[0.27828675508499146],0.08680698170256732,0.0006997923983860247,0.0264535895179846
JXX,[0.011880827540495353],[-0.016058113425970078],2.3515988992548373,0.0007805844223276403,0.02793894096646543
JXY,[-0.09343057367074792],[-0.11070950329303741],0.1849387084272965,0.00029856140889203344,0.017278929622289496
JXZ,[0.11594165163533754],[0.096402108669281],0.16852910658468773,0.00038179373932236934,0.019539542966056533
JYX,[-0.23155824126417013],[-0.1814274936914444],0.21649303993259622,0.0025130918522003466,0.05013074757272573
JYY,[0.6690422746144482],[0.505233108997345],0.24484127809636877,0.02683344274017156,0.16380916561710324
JYZ,[-0.6811824865810532],[-0.4825867712497711],0.2915455391815206,0.03944025814794362,0.19859571533128206
JZX,[-0.0993246484870236],[-0.1818309873342514],0.8306733535332567,0.006807295949973571,0.0825063388472278
JZY,[0.5258626616390383],[0.48031100630760193],0.08662272234628408,0.0020749533034339733,0.04555165533143635
JZZ,[0.21218691768397302],[0.38657596707344055],0.8218652275688321,0.030411540546962147,0.17438904938946753
