,treino,previsto,MAPE,MSE,AE
gamma1,[0.9600263501514082],[0.9223853349685669],0.03920831462272352,0.0014168460239948933,0.03764101518284135
gamma2,[0.020403045679433296],[0.0460791178047657],1.2584431034830468,0.0006592606797852717,0.025676072125332405
gamma3,[0.013040577948985943],[0.011923149228096008],0.08568858874669952,1.2486469462697157e-06,0.0011174287208899347
gamma4,[0.4360070478690712],[0.39556723833084106],0.09275035744462051,0.0016353781954883278,0.04043980953823012
JXX,[0.09360310707326613],[0.05497051030397415],0.4127277178849738,0.0014924775331387093,0.03863259676929198
JXY,[-0.751762199047689],[-0.7264835238456726],0.033625892914060776,0.0006390114199690405,0.025278675202016432
JXZ,[-0.439812774919055],[-0.4357728958129883],0.009185451938748826,1.632062319163456e-05,0.004039879106066735
JYX,[-0.13859556840738407],[-0.13443522155284882],0.030017892363675337,1.730848595004141e-05,0.004160346854535257
JYY,[-0.9662104295599947],[-0.8615033626556396],0.10836880217908422,0.010963569859713085,0.10470706690435505
JYZ,[-0.0036095623537208965],[-0.05833197385072708],15.160400662034805,0.0029945423200476748,0.054722411497006185
JZX,[0.9040597871742617],[0.8780742883682251],0.02874311984084278,0.0006752461481985307,0.025985498806036622
JZY,[-0.14288133986122675],[-0.1287289261817932],0.09905011874314061,0.0002002908129538176,0.01415241367943354
JZZ,[0.6680513959234107],[0.6565112471580505],0.01727434271641454,0.00013317503352664308,0.011540148765360136
