,treino,previsto,MAPE,MSE,AE
gamma1,[0.842263936662764],[0.841950535774231],0.0003720934435051414,9.822011693330157e-08,0.00031340088853304415
gamma2,[0.13110224609376742],[0.13115307688713074],0.0003877187071758161,2.5837695539446576e-09,5.083079336332119e-05
gamma3,[0.18758620471677123],[0.18743814527988434],0.0007892874484583908,2.1921596851264062e-08,0.00014805943688689371
gamma4,[0.02779642050712894],[0.027809178456664085],0.00045897814547290566,1.627652763413597e-10,1.2757949535147084e-05
JXX,[-0.774085659647674],[-0.7739428281784058],0.0001845163613200117,2.0400828613309846e-08,0.0001428314692681898
JXY,[-0.738295666193135],[-0.7381091713905334],0.0002526017842732285,3.478031139740147e-08,0.0001864948026015778
JXZ,[0.1945217804922421],[0.19452239573001862],3.162822049774701e-06,3.785175216354911e-13,6.152377765022976e-07
JYX,[-0.643909152948758],[-0.643650472164154],0.000401734908440537,6.691574832328568e-08,0.000258680784603893
JYY,[-0.7350065613100774],[-0.734700083732605],0.00041697257358642976,9.392850549333557e-08,0.0003064775774723749
JYZ,[-0.07180288786206579],[-0.0718773603439331],0.0010371794796106037,5.546150555477699e-09,7.447248186731592e-05
JZX,[-0.16486406011996246],[-0.16494864225387573],0.0005130416771958869,7.1541373773221825e-09,8.458213391326908e-05
JZY,[-0.5733417102051386],[-0.5732514262199402],0.0001574697664436249,8.151197983303402e-09,9.028398519839165e-05
JZZ,[-0.21664558108338805],[-0.2165112942457199],0.0006198457268161533,1.803295477090953e-08,0.00013428683766814054
