,treino,previsto,MAPE,MSE,AE
gamma1,[0.45594588118356716],[0.45599165558815],0.00010039438115778597,2.0952961149158705e-09,4.5774404582865635e-05
gamma2,[0.047887516459941715],[0.04789971560239792],0.0002547457742229897,1.4881907666675934e-10,1.2199142456204015e-05
gamma3,[0.9329624000750505],[0.9328175783157349],0.00015522786267054025,2.097334197127356e-08,0.00014482175931562757
gamma4,[0.9470780060029439],[0.9468594193458557],0.00023080111216045154,4.7780126656986576e-08,0.00021858665708818226
JXX,[-0.7086614897917394],[-0.7085276246070862],0.00018889863013796978,1.7919887662233302e-08,0.00013386518465319241
JXY,[-0.0901459909719573],[-0.0900118350982666],0.0014882067659828973,1.7997798445715062e-08,0.00013415587369070003
JXZ,[0.5415676113180443],[0.5415171384811401],9.319766516565133e-05,2.5475072651560246e-09,5.0472836904180696e-05
JYX,[0.4110264538680559],[0.4108736217021942],0.00037183048541874564,2.3357670921979674e-08,0.0001528321658617049
JYY,[0.4639179460665115],[0.463885635137558],6.964793931225217e-05,1.0439961298384523e-09,3.231092895350507e-05
JYZ,[-0.1329711302091925],[-0.13301217555999756],0.0003086786638610632,1.6847208227111778e-09,4.104535080506899e-05
JZX,[0.6000409142668555],[0.599994421005249],7.748348571071376e-05,2.161623374804823e-09,4.649326160643952e-05
JZY,[0.0658028292851427],[0.06576016545295715],0.0006483586290897358,1.8202025767560074e-09,4.266383218554104e-05
JZZ,[-0.8396925816429961],[-0.8395858407020569],0.0001271190710418727,1.139362847258781e-08,0.0001067409409392095
