,treino,previsto,MAPE,MSE,AE
gamma1,[0.7065646893037225],[0.6741234064102173],0.04591410154599459,0.0010524368357764352,0.03244128289350523
gamma2,[0.7244493284983917],[0.7094999551773071],0.02063549889965531,0.00022348376269315574,0.014949373321084591
gamma3,[0.7659427822583291],[0.7366021275520325],0.03830658814981946,0.0008608740185941279,0.029340654706296654
gamma4,[0.44137775501430254],[0.4926687479019165],0.11620656524919774,0.002630765951397266,0.05129099288761396
JXX,[0.42468597565383703],[0.657931387424469],0.5492185406205904,0.05440342211205166,0.23324541177063196
JXY,[0.6795994726237466],[0.5587015151977539],0.17789589647449103,0.014616316109777153,0.12089795742599274
JXZ,[-0.6348162260909651],[-0.6556333899497986],0.032792425592238265,0.00043335431112552264,0.020817163858833476
JYX,[0.9965652550359014],[0.9556190371513367],0.04108734242705428,0.0016765927590502512,0.04094621788456476
JYY,[-0.6118090425525051],[-0.38649049401283264],0.36828247519786494,0.05076844831602474,0.22531854853967248
JYZ,[0.34177346053199664],[0.37542128562927246],0.09845066683908223,0.0011321761337768645,0.03364782509727582
JZX,[-0.8164267732816153],[-0.8712698817253113],0.06717455899107147,0.003007766543766999,0.054843108443696
JZY,[0.5154739618114095],[0.5135085582733154],0.0038128085678420854,3.862811067552594e-06,0.001965403538094046
JZZ,[-0.6973994850161125],[-0.4177019000053406],0.40105791733458174,0.07823073906085798,0.2796975850107719
