,treino,previsto,MAPE,MSE,AE
gamma1,[0.8736083929044367],[0.7332831621170044],0.1606271550584592,0.019691170395546142,0.1403252307874323
gamma2,[0.1075195632359407],[0.16898584365844727],0.5716753172408736,0.0037781036289782142,0.06146628042250657
gamma3,[0.6493164540857067],[0.5481969714164734],0.15573220427875684,0.010225149775293377,0.10111948266923332
gamma4,[0.2180493456293846],[0.20144407451152802],0.07615373056922782,0.0002757350288975223,0.01660527111785659
JXX,[0.0963156568326593],[0.04736028611660004],0.5082805052258044,0.002396628321946793,0.048955370716059265
JXY,[-0.7362170732482487],[-0.6572855114936829],0.1072123489425659,0.0062301914410148405,0.07893156175456584
JXZ,[0.4230936845360489],[0.3475503921508789],0.17854979912547825,0.005706789024391283,0.07554329238516999
JYX,[-0.39549988816436876],[-0.24979916214942932],0.3683963772813675,0.021228701561280452,0.14570072601493944
JYY,[0.8766505495505419],[0.8010810017585754],0.08620258988112299,0.005710756553482302,0.07556954779196645
JYZ,[-0.6145633054693405],[-0.5960480570793152],0.030127487640813872,0.0003428144229443335,0.018515248390025274
JZX,[0.5239700143912078],[0.4872928559780121],0.06999858275441646,0.0013452139492666553,0.03667715841319574
JZY,[-0.6687169051968782],[-0.6551855802536011],0.020234758293262156,0.00018309675472055395,0.013531324943277134
JZZ,[0.9321742923082421],[0.9673645496368408],0.037750727110764756,0.0012383542108529949,0.035190257328598706
