,treino,previsto,MAPE,MSE,AE
gamma1,[0.6014570387277332],[0.5948864221572876],0.01092449858820246,4.3173002115813684e-05,0.006570616570445553
gamma2,[0.558190047753348],[0.5573054552078247],0.001584751553854634,7.825039715954103e-07,0.0008845925455233106
gamma3,[0.661321085872001],[0.6491714119911194],0.01837182291694415,0.00014761457541177697,0.012149673880881617
gamma4,[0.145302794710103],[0.13759510219097137],0.053045727953887005,5.940852396947746e-05,0.007707692519131615
JXX,[-0.05085864262290385],[-0.05122502148151398],0.007203866240133033,1.3423346803646015e-07,0.000366378858610128
JXY,[0.31494500531451064],[0.32167497277259827],0.021368706740933836,4.529246198691843e-05,0.006729967458087627
JXZ,[0.3328209422496762],[0.3316207826137543],0.003606021988308557,1.4403831516961988e-06,0.0012001596359219047
JYX,[-0.7147992941492645],[-0.7213100790977478],0.009108549773027275,4.2390320645397196e-05,0.006510784948483339
JYY,[-0.9782791138198641],[-0.9746472835540771],0.0037124683686701907,1.3190191079486112e-05,0.0036318302657869506
JYZ,[-0.25049101587327116],[-0.24010196328163147],0.04147475132160324,0.00010793241375185539,0.010389052591639691
JZX,[-0.4519037210433372],[-0.4341065585613251],0.039382642039155494,0.00031673899241114014,0.01779716248201213
JZY,[0.6206961044701675],[0.603423535823822],0.02782773811846227,0.0002983416276427183,0.01727256864634552
JZZ,[0.3811853060773691],[0.4017595052719116],0.05397427148035598,0.0004232976724967136,0.02057419919454251
