,treino,previsto,MAPE,MSE,AE
gamma1,[0.7929768725199526],[0.8121700882911682],0.02420400447521582,0.0003683795316404384,0.019193215771215577
gamma2,[0.09412345622921847],[0.08789550513029099],0.06616789638239147,3.878737489063209e-05,0.006227951098927487
gamma3,[0.3034012626245255],[0.30580347776412964],0.007917617477343892,5.770637576943371e-06,0.002402215139604147
gamma4,[0.0906705374918394],[0.0886821523308754],0.02192978244055255,3.953675548341838e-06,0.0019883851609640013
JXX,[-0.09524089298036276],[-0.08928830176591873],0.06250037172237938,3.543334216627619e-05,0.005952591214444025
JXY,[0.11954477216099191],[0.1384459137916565],0.15810931159089306,0.00035725315494244194,0.018901141630664586
JXZ,[0.8484211680474587],[0.8564777970314026],0.009496025426245861,6.490927058492461e-05,0.008056628983943881
JYX,[-0.06869985980045334],[-0.10246817767620087],0.4915340143900074,0.0011402992921575297,0.03376831787574752
JYY,[0.01568254612454223],[0.011102127842605114],0.2920710862612443,2.0980231637503757e-05,0.004580418281937115
JYZ,[0.1747696576997939],[0.19211848080158234],0.09926679110162771,0.0003009816630171477,0.017348823101788424
JZX,[-0.6306793122902468],[-0.6239813566207886],0.010620224159779802,4.486261015002709e-05,0.006697955669458189
JZY,[0.023817278083611004],[0.01161743514239788],0.5122265818279211,0.0001488361677902677,0.012199842941213124
JZZ,[0.25976544043360383],[0.2922993004322052],0.1252432192068946,0.001058452046408594,0.03253385999860137
