,treino,previsto,MAPE,MSE,AE
gamma1,[0.22192817569031764],[0.2218785285949707],0.00022370794151084703,2.4648340763880088e-09,4.9647095346938563e-05
gamma2,[0.5366800081748135],[0.5366184711456299],0.00011466242126837589,3.786805960750117e-09,6.153702918365589e-05
gamma3,[0.2766826434414502],[0.2767334580421448],0.00018365662573739593,2.582123643747556e-09,5.0814600694559786e-05
gamma4,[0.1726645292853689],[0.17267990112304688],8.902718897500482e-05,2.3629339359782096e-10,1.537183767796879e-05
JXX,[-0.527903820525131],[-0.5277721881866455],0.00024934909232995054,1.7327072535149272e-08,0.00013163233848545453
JXY,[-0.7936679315385684],[-0.7937190532684326],6.441198873325986e-05,2.613431264309458e-09,5.112172986421193e-05
JXZ,[-0.20788351477863798],[-0.20778067409992218],0.0004947033862945182,1.0576205198726136e-08,0.00010284067871579872
JYX,[-0.6900554583951795],[-0.6900237798690796],4.590721762209978e-05,1.0035290158598485e-09,3.167852609986532e-05
JYY,[-0.8669698086408202],[-0.8670222163200378],6.0449255205115e-05,2.7465648409810107e-09,5.2407679217658654e-05
JYZ,[-0.19681797102985032],[-0.19677697122097015],0.00020831333981160112,1.6809843282105548e-09,4.0999808880171074e-05
JZX,[0.8359100861754378],[0.8358280658721924],9.812096372794646e-05,6.727330144474712e-09,8.202030324544474e-05
JZY,[0.600904702991617],[0.6009491682052612],7.399711372341728e-05,1.9771552244249696e-09,4.446521364420697e-05
JZZ,[0.5303252050108769],[0.5302520394325256],0.00013796360734870467,5.353201855471723e-09,7.316557835124193e-05
