,treino,previsto,MAPE,MSE,AE
gamma1,[0.9611529205785535],[0.9188027381896973],0.04406185684101558,0.001793537948369389,0.04235018238885624
gamma2,[0.9852826642769212],[0.9751641154289246],0.010269691343267948,0.00010238503078929489,0.010118548847996678
gamma3,[0.17169147629264714],[0.1543663591146469],0.10090842918998298,0.0003001596852314385,0.017325117178000227
gamma4,[0.12275766603831817],[0.12881548702716827],0.049347801928387815,3.669719513295286e-05,0.0060578209888501044
JXX,[0.8559831317553486],[0.8581780791282654],0.0025642413868783532,4.817793969874411e-06,0.002194947372916811
JXY,[-0.6539462199039121],[-0.6381785273551941],0.024111604393148488,0.0002486201283108976,0.015767692548718015
JXZ,[0.9412578465756445],[0.9078556299209595],0.03548678693750537,0.0011157080774465168,0.03340221665468501
JYX,[-0.5237824485830533],[-0.5193769335746765],0.008410963407221285,1.9408562489033464e-05,0.004405515008376826
JYY,[-0.07049588397328099],[-0.051910486072301865],0.2636380573371245,0.00034541701513771936,0.018585397900979128
JYZ,[0.7955231915539118],[0.7991930246353149],0.0046131063435558145,1.3467674845360701e-05,0.0036698330814031177
JZX,[-0.28845257802171864],[-0.23952710628509521],0.16961357070256328,0.0023937017846511377,0.04892547173662343
JZY,[0.016102540300439783],[0.029015501961112022],0.8019207789419145,0.00016674457884999116,0.01291296166067224
JZZ,[-0.676948428038167],[-0.6756712794303894],0.001886626151830882,1.631108566348292e-06,0.0012771486077776117
