,treino,previsto,MAPE,MSE,AE
gamma1,[0.5227993107629365],[0.5227254629135132],0.00014125468014783126,5.453504864450116e-09,7.384784942332523e-05
gamma2,[0.9447007551242456],[0.9442151188850403],0.000514063566236282,2.358425568294462e-07,0.0004856362392052782
gamma3,[0.8818001335022669],[0.8814961910247803],0.0003446840910303417,9.238102962073053e-08,0.0003039424774866628
gamma4,[0.37096067220875817],[0.37087345123291016],0.0002351218939967007,7.607498627879575e-09,8.722097584801247e-05
JXX,[-0.8451564322933918],[-0.8448256254196167],0.0003914149631180127,1.0943318773683452e-07,0.0003308068737750691
JXY,[-0.5727664210700234],[-0.572512149810791],0.0004439353458559332,6.46538732716232e-08,0.0002542712592323859
JXZ,[-0.39374332579442917],[-0.3935272991657257],0.0005486483568136583,4.66675043089819e-08,0.00021602662870345846
JYX,[0.8004273658662282],[0.8000802993774414],0.00043360147789449696,1.2045514763879506e-07,0.0003470664887867958
JYY,[-0.00749501549718401],[-0.007493840530514717],0.00015676640958705096,1.3805466739491168e-12,1.1749666692928429e-06
JYZ,[0.4404811417840462],[0.44031164050102234],0.000384809398053513,2.8730684946728903e-08,0.00016950128302384293
JZX,[-0.7995292644989436],[-0.799356997013092],0.0002154611388233395,2.967608668160688e-08,0.0001722674858515294
JZY,[0.01785411432893702],[0.017809081822633743],0.0025222481201596842,2.0279266239547264e-09,4.5032506303277486e-05
JZZ,[0.686145857826806],[0.6860392093658447],0.00015543118091406068,1.1373894225416414e-08,0.00010664846096131164
