,treino,previsto,MAPE,MSE,AE
gamma1,[0.24367290875238423],[0.2538420557975769],0.04173277652103036,0.00010341155162675086,0.010169147045192672
gamma2,[0.6032954889560167],[0.5810784697532654],0.036826098668825046,0.0004935959422554209,0.02221701920275132
gamma3,[0.3705706730496453],[0.38342976570129395],0.034700783377765866,0.00016535626382368406,0.01285909265164864
gamma4,[0.4904333667289672],[0.46886569261550903],0.04397676744000437,0.0004651645666643336,0.02156767411345817
JXX,[-0.8329589576928287],[-0.9058600068092346],0.08752057762645461,0.005314562962272631,0.07290104911640594
JXY,[-0.6552513842656074],[-0.6311014294624329],0.03685601493271363,0.0005832203169953711,0.0241499548031745
JXZ,[0.3676231008548627],[0.36631888151168823],0.0035477078022074266,1.700988095110483e-06,0.0013042193431744842
JYX,[-0.6772806584499753],[-0.6728339195251465],0.006565577902380437,1.9773487065587863e-05,0.00444673892482883
JYY,[0.8984180459228328],[0.8541210889816284],0.049305506653869194,0.001962220394250916,0.04429695694120439
JYZ,[0.6886560437412614],[0.6464848518371582],0.06123694446214371,0.001778409426612702,0.042171191904103233
JZX,[0.4847330814617574],[0.4489104747772217],0.07390171633532698,0.0012832591496749447,0.03582260668453574
JZY,[-0.069108702867124],[-0.05263145640492439],0.23842505760642882,0.0002714996509760697,0.016477246462199613
JZZ,[0.654012639158295],[0.6478774547576904],0.009380834609711,3.76404876294216e-05,0.006135184400604565
