,treino,previsto,MAPE,MSE,AE
gamma1,[0.7406551989400061],[0.7406349778175354],2.7301668171136575e-05,4.0889379397453046e-10,2.0221122470687192e-05
gamma2,[0.6621666555152632],[0.6621778607368469],1.692205654026877e-05,1.2555699074003947e-10,1.1205221583709957e-05
gamma3,[0.13657852434493012],[0.1365639716386795],0.0001065519364805962,2.1178125921667596e-10,1.4552706250614555e-05
gamma4,[0.5356617475477887],[0.5356131792068481],9.066979518870192e-05,2.3588837417204345e-09,4.856834094058016e-05
JXX,[-0.9754435052040491],[-0.975475013256073],3.2301257690272456e-05,9.927573423407014e-10,3.1508052023898614e-05
JXY,[-0.7752022778395284],[-0.7751396298408508],8.081503430589809e-05,3.924771738310055e-09,6.264799867761184e-05
JXZ,[-0.21432527689851488],[-0.2142592817544937],0.00030792048878312464,4.3553590343748695e-09,6.599514402116924e-05
JYX,[0.3677285469065339],[0.3676624000072479],0.0001798796961574507,4.375412285148017e-09,6.614689928596817e-05
JYY,[-0.7226181335707385],[-0.7226734161376953],7.65031548318438e-05,3.056162209339729e-09,5.528256695686018e-05
JYZ,[-0.7751128742812254],[-0.775122880935669],1.2909931928024762e-05,1.0013313315174309e-10,1.0006654443506235e-05
JZX,[-0.5363952858520995],[-0.5363956689834595],7.142705576961129e-07,1.4678963899333908e-13,3.83131359971145e-07
JZY,[0.5151849707900231],[0.515138566493988],9.007307795474974e-05,2.153358690511826e-09,4.6404296035085224e-05
JZZ,[-0.7051975580794432],[-0.7051984071731567],1.2040508419716416e-06,7.209601344103366e-13,8.490937135618992e-07
