,treino,previsto,MAPE,MSE,AE
gamma1,[0.9600263501514082],[0.9600635766983032],3.877658867290879e-05,1.3858157937237776e-09,3.7226546894975066e-05
gamma2,[0.020403045679433296],[0.020443102344870567],0.0019632689190932583,1.6045364459534914e-09,4.005666543727138e-05
gamma3,[0.013040577948985943],[0.013074851594865322],0.002628230590197443,1.1746828018650793e-09,3.427364587937909e-05
gamma4,[0.4360070478690712],[0.4359268546104431],0.00018392651912395433,6.430958729388457e-09,8.019325862806959e-05
JXX,[0.09360310707326613],[0.09361939877271652],0.0001740508404025101,2.654194709817762e-10,1.629169945038811e-05
JXY,[-0.751762199047689],[-0.7517867088317871],3.260310790981302e-05,6.00729516534012e-10,2.4509784098070142e-05
JXZ,[-0.439812774919055],[-0.43977221846580505],9.221299508052413e-05,1.6448259002163929e-09,4.055645324996249e-05
JYX,[-0.13859556840738407],[-0.13869740068912506],0.0007347441401709522,1.0369813604575917e-08,0.0001018322817409878
JYY,[-0.9662104295599947],[-0.9661855697631836],2.5729174567517614e-05,6.180094974894404e-10,2.4859796811105284e-05
JYZ,[-0.0036095623537208965],[-0.003662563394755125],0.014683508924452495,2.809110350711977e-09,5.3001041034228535e-05
JZX,[0.9040597871742617],[0.90392005443573],0.000154561391308521,1.952523821757942e-08,0.0001397327385317393
JZY,[-0.14288133986122675],[-0.14292287826538086],0.00029071958727746255,1.7254390196699088e-09,4.15384041541067e-05
JZZ,[0.6680513959234107],[0.6680241823196411],4.073579358657639e-05,7.405802301266255e-10,2.721360376956028e-05
