,treino,previsto,MAPE,MSE,AE
gamma1,[0.47149733572375285],[0.4713623821735382],0.0002862233569305113,1.8212460715536666e-08,0.00013495355021464484
gamma2,[0.83833102010331],[0.8382128477096558],0.0001409614947084143,1.3964714621961388e-08,0.0001181723936541923
gamma3,[0.9959490901086114],[0.9958277344703674],0.00012184923852962066,1.472719093360929e-08,0.00012135563824400286
gamma4,[0.5725822051460012],[0.5725167393684387],0.00011433428593158638,4.2857680318628805e-09,6.546577756250116e-05
JXX,[-0.1579107714267074],[-0.157781720161438],0.0008172416872100866,1.6654229067635288e-08,0.0001290512652694087
JXY,[0.12982945963868775],[0.1298525184392929],0.00017760838464035862,5.317082853484335e-10,2.305880060515797e-05
JXZ,[0.1162808953521044],[0.11628502607345581],3.55236458999227e-05,1.7062858883028525e-11,4.130721351414124e-06
JYX,[0.17770025530371414],[0.1778155118227005],0.000648600750681943,1.3284065168853604e-08,0.00011525651898636191
JYY,[0.6015631527261587],[0.6014907956123352],0.00012028182493486544,5.2355519208631055e-09,7.235711382347354e-05
JYZ,[0.9337535631262239],[0.9336226582527161],0.00014019210065404462,1.7136085908109978e-08,0.0001309048735078644
JZX,[0.34522097948514796],[0.34517863392829895],0.0001226621768820754,1.793146184852783e-09,4.2345556849010535e-05
JZY,[0.6176103665600245],[0.6175345778465271],0.00012271282608091244,5.743929093598388e-09,7.578871349744887e-05
JZZ,[0.14054965261621977],[0.14053595066070557],9.74883627184373e-05,1.8774358491312653e-10,1.3701955514200392e-05
