,treino,previsto,MAPE,MSE,AE
gamma1,[0.6282076485972601],[0.6279900670051575],0.0003463529815156733,4.734174922190717e-08,0.0002175815921026114
gamma2,[0.8425333257485345],[0.8420838117599487],0.0005335266568670891,2.0206282593424801e-07,0.0004495139885857258
gamma3,[0.6111943800752222],[0.6110502481460571],0.0002358201152754891,2.0774013004844756e-08,0.00014413192916507
gamma4,[0.222472203237136],[0.2224973887205124],0.00011320732662287733,6.343085729017927e-10,2.5185483376377604e-05
JXX,[-0.10972154968635439],[-0.10951769351959229],0.0018579410092624596,4.155733672693973e-08,0.00020385616676210638
JXY,[-0.4118230353222292],[-0.41156983375549316],0.0006148309954005151,6.411103339757908e-08,0.00025320156673602767
JXZ,[0.8188577481051011],[0.81859290599823],0.000323428712110291,7.014134157195808e-08,0.00026484210687116594
JYX,[-0.031387304368323043],[-0.03143249452114105],0.0014397589639337086,2.0421499117149847e-09,4.5190152818008755e-05
JYY,[-0.8259080739809848],[-0.825465202331543],0.000536223901174728,1.9613529787929127e-07,0.00044287164944178947
JYZ,[0.4999159288187607],[0.49962201714515686],0.0005879222018356092,8.638407188059808e-08,0.0002939116736038194
JZX,[-0.849123527714404],[-0.8489413857460022],0.00021450585510461763,3.317569665329241e-08,0.00018214196840182773
JZY,[-0.5949888037030053],[-0.5948614478111267],0.00021404754356048883,1.6219523196199303e-08,0.00012735589187862217
JZZ,[-0.8521523054463589],[-0.8519948720932007],0.00018474790498365857,2.478526068663751e-08,0.0001574333531582095
