,treino,previsto,MAPE,MSE,AE
gamma1,[0.6813356007212419],[0.6812062859535217],0.00018979599419620505,1.6722309150518084e-08,0.0001293147677201567
gamma2,[0.07656360097525783],[0.0765208899974823],0.0005578496469795221,1.8242276225416954e-09,4.271097777552857e-05
gamma3,[0.8604384375404843],[0.8603485822677612],0.0001044296358725445,8.073970036141583e-09,8.98552727230939e-05
gamma4,[0.46768415435630595],[0.46753668785095215],0.0003153121695062855,2.1746370201262133e-08,0.00014746650535379935
JXX,[-0.837818670752231],[-0.8377713561058044],5.647361186653698e-05,2.238675766474119e-09,4.731464642659944e-05
JXY,[0.2136055782918591],[0.21349449455738068],0.0005200413555054987,1.2339596065675302e-08,0.00011108373447843434
JXZ,[0.9954557010352247],[0.9952763915061951],0.0001801280848994051,3.2151907200841996e-08,0.0001793095290296698
JYX,[-0.7188265123325341],[-0.7186736464500427],0.00021266032883981675,2.3367978029879194e-08,0.0001528658824914153
JYY,[0.704572082529658],[0.7044817209243774],0.00012825033452376042,8.165219708874518e-09,9.036160528053117e-05
JYZ,[-0.7008545123478973],[-0.7007248997688293],0.0001849350710945027,1.679942065264855e-08,0.00012961257906796142
JZX,[-0.16795724132015688],[-0.16807566583156586],0.0007050872619611443,1.4024364902454825e-08,0.00011842451140897658
JZY,[0.7918128551580439],[0.7918125987052917],3.238805110005151e-07,6.576801408293156e-14,2.564527521453641e-07
JZZ,[-0.40060849944206534],[-0.40058040618896484],7.012645298244496e-05,7.892308697682934e-10,2.8093253100491822e-05
