,treino,previsto,MAPE,MSE,AE
gamma1,[0.6813356007212419],[0.7372497916221619],0.08206556481377292,0.003126396744104523,0.05591419090091998
gamma2,[0.07656360097525783],[0.09060290455818176],0.18336785893156793,0.00019710204509350082,0.014039303582923934
gamma3,[0.8604384375404843],[0.8718340992927551],0.013244017532323023,0.00012986110677216765,0.011395661752270803
gamma4,[0.46768415435630595],[0.4161818325519562],0.11012201573353422,0.002652489151238802,0.05150232180434977
JXX,[-0.837818670752231],[-0.8979414105415344],0.07176104076950506,0.003614743839772284,0.06012273978930338
JXY,[0.2136055782918591],[0.19093874096870422],0.10611538099526664,0.0005137855142343674,0.022666837323154887
JXZ,[0.9954557010352247],[1.0465059280395508],0.051283273531143904,0.00260612567719322,0.05105022700432604
JYX,[-0.7188265123325341],[-0.6780303716659546],0.05675380633109839,0.0016643250932873456,0.04079614066657955
JYY,[0.704572082529658],[0.6089780330657959],0.1356767488156021,0.009138222292899309,0.09559404946386207
JYZ,[-0.7008545123478973],[-0.6837836503982544],0.024357212016021243,0.00029141432770376623,0.017070861949642913
JZX,[-0.16795724132015688],[-0.15802574157714844],0.059131119712053426,9.863468714537676e-05,0.009931499743008443
JZY,[0.7918128551580439],[0.7353787422180176],0.07127203425961329,0.0031848091033276457,0.056434112940026315
JZZ,[-0.40060849944206534],[-0.32529380917549133],0.18800072981842902,0.005672302569949977,0.075314690266574
