,treino,previsto,MAPE,MSE,AE
gamma1,[0.1078566833027319],[0.10787025839090347],0.00012586228090721575,1.8428301886587393e-10,1.357508817156905e-05
gamma2,[0.6829499338332965],[0.6829289197921753],3.076951922852489e-05,4.4158992424362827e-10,2.101404112120342e-05
gamma3,[0.6006683617497799],[0.6006289720535278],6.557644577335894e-05,1.551548170829297e-09,3.9389696252056794e-05
gamma4,[0.281924522856405],[0.28192394971847534],2.032948123364628e-06,3.2848708642801495e-13,5.731379296713968e-07
JXX,[0.36400912117595574],[0.363953560590744],0.000152635145603578,3.0869786290690735e-09,5.556058521172247e-05
JXY,[-0.8167947838408722],[-0.8167619109153748],4.024624807579312e-05,1.0806292307624472e-09,3.287292549747356e-05
JXZ,[0.2356326977228047],[0.23563812673091888],2.3040130536398866e-05,2.947412910380227e-11,5.429008114177236e-06
JYX,[0.6838398091019124],[0.6838154196739197],3.566541120909084e-05,5.948441978143123e-10,2.438942799276589e-05
JYY,[0.6691005771521796],[0.6690443754196167],8.399594094229908e-05,3.1586347430754103e-09,5.6201732562932705e-05
JYZ,[0.030035451582698824],[0.03003743104636669],6.59042419394615e-05,3.9182764124061304e-12,1.979463667867165e-06
JZX,[0.26207593059135315],[0.2620750963687897],3.183133077465024e-06,6.959272854070698e-13,8.34222563472764e-07
JZY,[-0.2615403318741629],[-0.26155462861061096],5.4663601386409206e-05,2.0439667306467012e-10,1.4296736448038416e-05
JZZ,[0.05603724403844934],[0.056016791611909866],0.0003649791650253416,4.1830175135260267e-10,2.0452426539474544e-05
