,treino,previsto,MAPE,MSE,AE
gamma1,[0.4336456836623859],[0.420938640832901],0.029302823268449546,0.00016146893747036287,0.012707042829484871
gamma2,[0.06985542357461894],[0.08410530537366867],0.20399105853002436,0.00020305913128688892,0.014249881799049735
gamma3,[0.09071301334386506],[0.08620529621839523],0.04969206687448975,2.0319513683253926e-05,0.004507717125469823
gamma4,[0.42451918914251396],[0.3965297341346741],0.06593213151183054,0.0007834095916358936,0.027989455007839892
JXX,[-0.35233447033367526],[-0.31634917855262756],0.10213389495205549,0.0012949412245671392,0.0359852917810477
JXY,[-0.6983016521509962],[-0.7184456586837769],0.028847141447726224,0.00040578099919271154,0.0201440065327807
JXZ,[0.3018689460797075],[0.3177117109298706],0.052482261113337196,0.00025099319809756393,0.015842764850163116
JYX,[-0.8551274266649145],[-0.8435826897621155],0.013500604170567504,0.00013328095015484908,0.011544736902799002
JYY,[0.0717640086133784],[0.08602175116539001],0.1986753921289963,0.00020328322267944285,0.01425774255201162
JYZ,[-0.2686221661748289],[-0.2166871428489685],0.1933385619862035,0.002697246647857666,0.05193502332586042
JZX,[-0.8840021504505864],[-0.9135020971298218],0.03337089922711038,0.000870246854077731,0.02949994667923539
JZY,[0.014871466378840514],[-0.022021638229489326],2.480798037564221,0.0013611011676411685,0.03689310460832984
JZZ,[-0.9250086831160302],[-0.9051989912986755],0.021415682013516662,0.00039242388989856985,0.019809691817354702
