,treino,previsto,MAPE,MSE,AE
gamma1,[0.938376856028435],[0.8633499145507812],0.07995395559433989,0.005629041947491283,0.07502694147765376
gamma2,[0.48927495777210683],[0.5698381662368774],0.16465835249695146,0.006490430558138086,0.08056320846477061
gamma3,[0.4216392913626552],[0.43329906463623047],0.027653431528862422,0.0001359503127911799,0.011659773273575258
gamma4,[0.6132160618037519],[0.46281781792640686],0.24526142292319328,0.02261963176138935,0.15039824387734502
JXX,[-0.19204385011266734],[-0.5837938785552979],2.0398988471268438,0.1534680847848018,0.3917500284426305
JXY,[-0.5998491108501092],[-0.4656982421875],0.22364102277736128,0.017996455562932615,0.13415086866260917
JXZ,[-0.6423953588267755],[-0.5804111957550049],0.09648912032143878,0.0038420364717078465,0.06198416307177057
JYX,[-0.5031373629980624],[-0.5502639412879944],0.09366543166088308,0.0022209143813170847,0.04712657828993194
JYY,[0.5197548730161559],[0.17628973722457886],0.6608213864324863,0.11796829950432643,0.343465135791577
JYZ,[-0.4976979832495598],[-0.4080423414707184],0.18014065717820194,0.00803813410277594,0.08965564177884144
JZX,[-0.23386483593564344],[-0.10270028561353683],0.5608562304689594,0.017204139261200437,0.1311645503221066
JZY,[0.3686172768546372],[0.13022705912590027],0.6467147165832523,0.0568298959087546,0.23839021772873692
JZZ,[0.07725826039666361],[-0.10087687522172928],2.305709896958612,0.03173212654178323,0.1781351356183929
