,treino,previsto,MAPE,MSE,AE
gamma1,[0.46153301006262504],[0.4742564558982849],0.02756779159508751,0.00016188607393297061,0.012723445835659875
gamma2,[0.9934850076016687],[0.9574328660964966],0.0362885612055728,0.0012997569071089535,0.03605214150517211
gamma3,[0.9925719941586278],[0.8793555498123169],0.11406371025235401,0.012817963270421326,0.11321644434631095
gamma4,[0.24267553557344324],[0.2221290022134781],0.08466668595750128,0.0004221600331121607,0.020546533359965147
JXX,[0.07816312921162116],[0.0935683324933052],0.19709041125996302,0.00023732028815000883,0.015405203281684043
JXY,[-0.42160711272055895],[-0.38764286041259766],0.08055901165612638,0.0011535704348388542,0.033964252307961296
JXZ,[-0.9399261828977459],[-0.9424235820770264],0.002657016289918781,6.237002660670868e-06,0.0024973991792804906
JYX,[0.3072715077855237],[0.2730453908443451],0.11138721317782749,0.0011714270808712334,0.03422611694117861
JYY,[-0.5799826089005378],[-0.5219532251358032],0.1000536617377886,0.003367409380114837,0.05802938376473454
JYZ,[-0.48544605004078156],[-0.4647366404533386],0.04266057904004611,0.00042887964546047355,0.02070940958744294
JZX,[-0.20560347473354512],[-0.20525656640529633],0.0016872688007747785,1.203453882083745e-07,0.00034690832824879614
JZY,[0.2831563075493455],[0.26679372787475586],0.05778638595835677,0.0002677340136072943,0.01636257967458965
JZZ,[0.9776224208074429],[0.9114118218421936],0.06772614616445098,0.004383843415337069,0.06621059896524928
