,treino,previsto,MAPE,MSE,AE
gamma1,[0.6171172778569672],[0.6310542821884155],0.022584044932021083,0.00019424008973480835,0.013937004331448288
gamma2,[0.5033938387110474],[0.4523356258869171],0.10142796533796698,0.002606941096794179,0.051058212824130256
gamma3,[0.9661979651974597],[0.8726875185966492],0.09678187076465226,0.008744203623483039,0.09351044660081054
gamma4,[0.5282662248683354],[0.6284793019294739],0.18970184415275743,0.010042660814061678,0.10021307706113847
JXX,[0.1406568462737463],[0.1657935529947281],0.17870944349243217,0.0006318540247766507,0.025136706720981783
JXY,[0.2644659911575571],[0.31575584411621094],0.19393742361412977,0.002630649016520333,0.05128985295865385
JXZ,[0.634007719766547],[0.5565837621688843],0.12211831998855097,0.005994469210084678,0.07742395759766274
JYX,[-0.44541829110731035],[-0.4950089454650879],0.1113350200201593,0.0024592329996325608,0.04959065435777754
JYY,[0.30371993601715563],[0.3718967139720917],0.22447251520257488,0.004648073052316653,0.06817677795493604
JYZ,[0.7816219111185623],[0.7811197638511658],0.0006424426698554165,2.5215187815377425e-07,0.0005021472673965022
JZX,[0.8176570464277362],[0.8485358357429504],0.03776496448006004,0.0009534996295733904,0.03087878931521426
JZY,[-0.626974881004831],[-0.635133683681488],0.01301296578832823,6.656606111662589e-05,0.008158802676657029
JZZ,[0.30345421888232527],[0.33348506689071655],0.0989633563804126,0.0009018518321030989,0.030030848008391287
