,treino,previsto,MAPE,MSE,AE
gamma1,[0.019670627013046116],[0.019584545865654945],0.004376126258409506,7.409963936180412e-09,8.608114739117045e-05
gamma2,[0.7356439915697156],[0.7355263829231262],0.00015987168785057474,1.3831793752586722e-08,0.00011760864658938441
gamma3,[0.5167042010454891],[0.5164512991905212],0.000489451903925166,6.395934824617758e-08,0.00025290185496784634
gamma4,[0.604345615005703],[0.6043980121612549],8.670064653540431e-05,2.745461909922774e-09,5.2397155551831e-05
JXX,[-0.9148685728348462],[-0.91438227891922],0.0005315451093914172,2.3648177237512787e-07,0.000486293915626268
JXY,[0.1793729008033076],[0.17935487627983093],0.00010048632427716148,3.2488344656053357e-10,1.8024523476656285e-05
JXZ,[-0.961378377305627],[-0.9616265892982483],0.00025818345667072694,6.1609193281017e-08,0.00024821199262126115
JYX,[0.028252278584538937],[0.028245016932487488],0.000257028898738913,5.2731590516313745e-11,7.261652051449019e-06
JYY,[0.9532922726476154],[0.9528788328170776],0.0004336968235245448,1.7093249347509594e-07,0.0004134398305377651
JYZ,[-0.4195063861588373],[-0.41934043169021606],0.00039559461809572053,2.7540885655351858e-08,0.0001659544686212211
JZX,[0.9484396940028381],[0.9481542706489563],0.0003009399076046742,8.146649094114643e-08,0.0002854233538818196
JZY,[0.2720623438569263],[0.2719821035861969],0.0002949333950147462,6.438501046726211e-09,8.024027072939255e-05
JZZ,[0.7679741736944607],[0.767600417137146],0.0004866785500308402,1.3969396413577608e-07,0.00037375655731475277
