,treino,previsto,MAPE,MSE,AE
gamma1,[0.4336456836623859],[0.4258940517902374],0.017875496434511882,6.008779668130762e-05,0.007751631872148446
gamma2,[0.06985542357461894],[0.07993706315755844],0.14432150099512872,0.00010163945668029264,0.010081639582939506
gamma3,[0.09071301334386506],[0.08770757168531418],0.0331313176330961,9.032679562953054e-06,0.003005441658550878
gamma4,[0.42451918914251396],[0.40878352522850037],0.037067026218056374,0.0002476111188147897,0.015735663914013598
JXX,[-0.35233447033367526],[-0.33046433329582214],0.06207209024181256,0.0004783028940544749,0.02187013703785312
JXY,[-0.6983016521509962],[-0.7137908339500427],0.0221812188920574,0.00023991475280391554,0.01548918179904657
JXZ,[0.3018689460797075],[0.3126181960105896],0.03560899546137418,0.00011554637407656905,0.01074924993088211
JYX,[-0.8551274266649145],[-0.8477084040641785],0.00867592638172181,5.504189635023177e-05,0.007419022600736014
JYY,[0.0717640086133784],[0.08037953078746796],0.12005352460876105,7.422722233222894e-05,0.008615522174089563
JYZ,[-0.2686221661748289],[-0.2329222708940506],0.1329000349790328,0.0012744825230585387,0.035699895280778327
JZX,[-0.8840021504505864],[-0.9037070870399475],0.02229059802548815,0.00038828452599074274,0.01970493658936112
JZY,[0.014871466378840514],[-0.011670239269733429],1.7847403189733952,0.0007044621387355419,0.026541705648573943
JZZ,[-0.9250086831160302],[-0.9132762551307678],0.012683586867249696,0.00013764986642936873,0.011732427985262417
