,treino,previsto,MAPE,MSE,AE
gamma1,[0.6920224414883532],[0.6908631920814514],0.001675161580610864,1.343859187402219e-06,0.0011592494069018189
gamma2,[0.3456424258652263],[0.3446759879589081],0.002796062734194167,9.340022267687627e-07,0.0009664379063182293
gamma3,[0.897323531600062],[0.8956168293952942],0.001901992029256669,2.912832415759142e-06,0.0017067022047677627
gamma4,[0.3169943908371815],[0.3171475827693939],0.00048326385778573486,2.3467768094973256e-08,0.00015319193221241534
JXX,[-0.09830973170998192],[-0.10373752564191818],0.055211155981469855,2.9460946967564133e-05,0.0054277939319362645
JXY,[-0.12676086344783122],[-0.12371104210615158],0.02405964474149231,9.301410216164581e-06,0.003049821341679637
JXZ,[-0.91673110829594],[-0.9135791659355164],0.0034382408668148802,9.934740643432686e-06,0.0031519423604235985
JYX,[0.5352545159169328],[0.532301127910614],0.005517726461885989,8.722500715867947e-06,0.0029533880063188356
JYY,[0.34691071289664666],[0.3404352366924286],0.01866611771700251,4.1931792071394424e-05,0.006475476204218067
JYZ,[0.341715081425054],[0.34227219223976135],0.0016303372165606806,3.103724598638638e-07,0.0005571108147073289
JZX,[-0.05466902390511197],[-0.05722367390990257],0.04672938754539799,6.526236646976633e-06,0.002554650004790604
JZY,[0.3454622280497679],[0.3437974750995636],0.004818914529678968,2.7714023852139062e-06,0.0016647529502042957
JZZ,[0.7649625069950898],[0.7583308219909668],0.008669294172564724,4.397924599391032e-05,0.0066316850041230335
