,treino,previsto,MAPE,MSE,AE
gamma1,[0.8146899866097305],[0.8145867586135864],0.00012670831585105766,1.0656019187913866e-08,0.00010322799614403966
gamma2,[0.29400468375380795],[0.29391083121299744],0.0003192212437306019,8.808299416588983e-09,9.385254081051286e-05
gamma3,[0.8827730256872423],[0.8826637268066406],0.00012381311777910007,1.194624530076873e-08,0.00010929888060162707
gamma4,[0.07371467624776351],[0.07373680174350739],0.0003001504838671204,4.895375619122018e-10,2.2125495743874346e-05
JXX,[-0.5802975109269655],[-0.5801821351051331],0.0001988218451051213,1.3311580263503687e-08,0.00011537582183240858
JXY,[-0.2292041774699194],[-0.22917406260967255],0.0001313887930807718,9.06904807686929e-10,3.0114860246843733e-05
JXZ,[-0.6098793712177752],[-0.6097801923751831],0.00016262042507538032,9.836442817916537e-09,9.917884259214027e-05
JYX,[-0.208798665868833],[-0.2087632417678833],0.0001696567399140018,1.2548669280944774e-09,3.5424100949699167e-05
JYY,[0.12536156185456337],[0.12545479834079742],0.0007437406239578978,8.693042365272115e-09,9.323648623404956e-05
JYZ,[0.29162154792135575],[0.2915511131286621],0.00024152808047173474,4.961060021796192e-09,7.043479269364106e-05
JZX,[-0.49062788968221094],[-0.4906051754951477],4.6296159555759134e-05,5.159342939435426e-10,2.2714187063233027e-05
JZY,[-0.28781508340846984],[-0.28773176670074463],0.0002894799908973772,6.941673786168354e-09,8.331670772521171e-05
JZZ,[-0.6434039479658533],[-0.6433197259902954],0.000130900619780433,7.093341166876797e-09,8.422197555790767e-05
