,treino,previsto,MAPE,MSE,AE
gamma1,[0.9760813786842278],[0.976001501083374],8.183498076921958e-05,6.380431118161726e-09,7.987760085381712e-05
gamma2,[0.7029155842610357],[0.7028734087944031],6.0000756245848504e-05,1.7787699856821606e-09,4.217546663265459e-05
gamma3,[0.3428296389618385],[0.3428436815738678],4.096090429004926e-05,1.9719495260566605e-10,1.404261202930801e-05
gamma4,[0.379948855514633],[0.3799649178981781],4.2275120222081704e-05,2.580001651506529e-10,1.606238354512346e-05
JXX,[-0.8531466903953369],[-0.8529748320579529],0.0002014405486404008,2.9535288128385494e-08,0.00017185833738397882
JXY,[0.1887238582724753],[0.18865610659122467],0.000358999025723594,4.590290312285107e-09,6.775168125061626e-05
JXZ,[0.9788939235548184],[0.9788379073143005],5.722401495195156e-05,3.1378192017564725e-09,5.601624051787546e-05
JYX,[-0.31203169079243565],[-0.3119554817676544],0.0002442348871285668,5.807815458105576e-09,7.620902478122638e-05
JYY,[0.08794858485146739],[0.08804847300052643],0.0011357561833170158,9.977642322440057e-09,9.988814905903531e-05
JYZ,[-0.25131913562220887],[-0.2512289881706238],0.0003586971257158871,8.1265630272857e-09,9.014745158508752e-05
JZX,[0.47920496341231167],[0.47909119725227356],0.00023740605528792017,1.2942739169816634e-08,0.00011376616003810902
JZY,[0.37092763164172804],[0.37086471915245056],0.00016960852713783243,3.957981307088778e-09,6.291248927747795e-05
JZZ,[0.1974549908787],[0.19744166731834412],6.747644258871748e-05,1.7751726055683942e-10,1.3323560355882336e-05
