,treino,previsto,MAPE,MSE,AE
gamma1,[0.3841711045442975],[0.38408443331718445],0.0002256057941053176,7.511901609278983e-09,8.667122711303321e-05
gamma2,[0.7463951961663844],[0.7462319731712341],0.0002186817332005888,2.6641746145821278e-08,0.0001632229951502584
gamma3,[0.252383767513222],[0.25246280431747437],0.0003131612030009936,6.246816426426457e-09,7.90368042523637e-05
gamma4,[0.5016026705680338],[0.5017216205596924],0.0002371398691396917,1.414910051558658e-08,0.00011894999165862341
JXX,[0.0439678194249864],[0.04423338547348976],0.00604000953371012,7.052532611769047e-08,0.00026556604850336285
JXY,[0.6133815542373582],[0.6129965782165527],0.0006276289499512353,1.4820653659519812e-07,0.0003849760208054498
JXZ,[0.9209895486477535],[0.9208246469497681],0.0001790483922728112,2.7192569998482024e-08,0.0001649016979854423
JYX,[-0.420749244471069],[-0.42031484842300415],0.001032434529052857,1.886999265743451e-07,0.00043439604806483345
JYY,[0.5322148755959053],[0.5325080156326294],0.0005507926406526556,8.593108113060276e-08,0.0002931400367240933
JYZ,[0.4084397336868253],[0.408233642578125],0.0005045814393227288,4.247354508531489e-08,0.00020609110870029035
JZX,[0.3227661144476608],[0.32300063967704773],0.0007266104429465118,5.5002083218996506e-08,0.00023452522938693932
JZY,[-0.7796759021655764],[-0.7798498868942261],0.00022315006551627866,3.0270685803313926e-08,0.00017398472864971204
JZZ,[-0.9461264424189464],[-0.9457526206970215],0.0003951075724817088,1.397426797829011e-07,0.00037382172192490515
