,treino,previsto,MAPE,MSE,AE
gamma1,[0.7434707928397064],[0.729553759098053],0.018719005340474708,0.00019368382816632002,0.013917033741653428
gamma2,[0.0357557155126923],[0.04465195909142494],0.24880619646877772,7.914314981214179e-05,0.008896243578732643
gamma3,[0.6249375571804716],[0.6055603623390198],0.0310066095705239,0.00037547567992358776,0.01937719484145184
gamma4,[0.13501116090704035],[0.14567182958126068],0.07896138810005902,0.00011364985658150266,0.01066066867422033
JXX,[-0.4562491712318184],[-0.4395769238471985],0.036541978453586754,0.0002779638328539658,0.01667224738461992
JXY,[-0.02394358429818433],[-0.02850825898349285],0.19064291412938822,2.083625498269646e-05,0.004564674685308523
JXZ,[-0.8362413152576669],[-0.8219406604766846],0.01710111007439989,0.00020450872716483198,0.014300654780982303
JYX,[-0.32253302601586054],[-0.329421728849411],0.02135813165753675,4.745422672896635e-05,0.006888702833550475
JYY,[-0.855332784589292],[-0.849010169506073],0.007391994317457286,3.9975461490547934e-05,0.006322615083218963
JYZ,[-0.9779272658402001],[-0.9927908778190613],0.015199097620098495,0.00022092696105814654,0.014863611978861213
JZX,[-0.4322994082024627],[-0.4466458857059479],0.03318643799013981,0.00020582141675800597,0.014346477503485167
JZY,[-0.7645872688839439],[-0.7336754202842712],0.040429457640321693,0.0009555423838490849,0.030911848599672664
JZZ,[-0.37792355037599856],[-0.3708689212799072],0.018666815256875736,4.976779168341846e-05,0.007054629096091336
