,treino,previsto,MAPE,MSE,AE
gamma1,[0.08318062375973012],[0.05374851077795029],0.3538337614153439,0.0008662492745722531,0.029432112981779834
gamma2,[0.8471707277144365],[0.8771276473999023],0.0353611364338402,0.000897417037041453,0.029956919685465877
gamma3,[0.22742352882594852],[0.2613222002983093],0.1490552523186996,0.0011491199275910486,0.03389867147236081
gamma4,[0.7892196963182868],[0.6078175902366638],0.22984994790153437,0.032906724090848403,0.181402106081623
JXX,[-0.2588867178073859],[-0.178330197930336],0.31116513260825035,0.00648935289470154,0.08055651987704993
JXY,[0.9003708718663839],[1.0089417695999146],0.12058464031435563,0.011787639834664777,0.10857089773353068
JXZ,[-0.5999070717600636],[-0.5934159755706787],0.010820169481151038,4.213432973984751e-05,0.006491096189384926
JYX,[-0.4060517541652038],[-0.42752575874328613],0.0528848954789777,0.0004611328726195018,0.02147400457808235
JYY,[-0.16375735637421673],[-0.058312758803367615],0.6439075465403101,0.011118563156878319,0.10544459757084912
JYZ,[-0.5253895926232446],[-0.5525091290473938],0.051617955142093115,0.000735469255860756,0.027119536424149215
JZX,[-0.3972357250361773],[-0.32225266098976135],0.18876213623431543,0.005622459893788919,0.07498306404641597
JZY,[0.6815276211230483],[0.7080855965614319],0.0389683038739065,0.0007053260593857846,0.026557975438383563
JZZ,[-0.020560708179608644],[0.08686435222625732],5.224774334981623,0.011540143603203953,0.10742506040586597
