,treino,previsto,MAPE,MSE,AE
gamma1,[0.18333476966499396],[0.2043151557445526],0.11443757295954245,0.0004401766000473386,0.020980386079558655
gamma2,[0.9096814486371707],[0.8723936080932617],0.04098999776215219,0.001390383052427983,0.03728784054390899
gamma3,[0.4911694960396128],[0.5050145983695984],0.028188033747252466,0.00019168685852777247,0.013845102329985592
gamma4,[0.0713372135887923],[0.0716647058725357],0.004590763603848614,1.0725119591146922e-07,0.00032749228374340245
JXX,[0.2969944399577662],[0.3545398414134979],0.19375918776093892,0.003311473228701331,0.057545401455731726
JXY,[0.40273908193734953],[0.41452255845069885],0.029258338814961024,0.0001388503187406551,0.011783476513349322
JXZ,[0.9140940053161357],[0.9552624225616455],0.045037399880192695,0.001694838578500388,0.04116841724550979
JYX,[-0.6071937818236794],[-0.5799195170402527],0.0449185508809226,0.0007438855194764732,0.02727426478342676
JYY,[-0.8692615292310002],[-0.8405042290687561],0.033082448946848586,0.0008269823126214041,0.028757300162244093
JYZ,[0.6485148599678836],[0.7026074528694153],0.083409951322026,0.0029260086068108354,0.05409259290153168
JZX,[-0.3338666967613588],[-0.3692058324813843],0.10584804073850214,0.0012488545134383786,0.03533913572002545
JZY,[-0.25525056072843344],[-0.2542493939399719],0.003922290261006239,1.0023349383183461e-06,0.001001166788461516
JZZ,[0.6297316462233915],[0.6643165349960327],0.054920042497550677,0.001196114531415964,0.03458488877264121
