,treino,previsto,MAPE,MSE,AE
gamma1,[0.9119047595432644],[0.9118103384971619],0.000103542661790546,8.915333947105047e-09,9.44210461025774e-05
gamma2,[0.8785568789303244],[0.8782045245170593],0.0004010604455047834,1.241536325473844e-07,0.000352354413265088
gamma3,[0.7237390145662357],[0.7236832976341248],7.69848398242296e-05,3.104376523853696e-09,5.571693211092743e-05
gamma4,[0.056007046220187706],[0.055965080857276917],0.0007492872012176083,1.7610916842342813e-09,4.196536291078967e-05
JXX,[0.8272859451097823],[0.8270028233528137],0.0003422296228312811,8.015792926895342e-08,0.0002831217569685407
JXY,[-0.7250439608255377],[-0.7249848246574402],8.15621828366971e-05,3.4970863772552513e-09,5.9136168097495556e-05
JXZ,[0.11214027252682701],[0.11207880079746246],0.0005481681823971192,3.778773511068278e-09,6.147172936454837e-05
JYX,[-0.033955024334235695],[-0.03380890190601349],0.004303411088263482,2.135176402955381e-08,0.00014612242822220622
JYY,[0.9179608298470616],[0.9176625609397888],0.0003249255279470873,8.896434104571187e-08,0.00029826890727280286
JYZ,[-0.23922049672899326],[-0.2391432523727417],0.0003229002418595772,5.966690572717935e-09,7.724435625156012e-05
JZX,[-0.10699918374312611],[-0.10695479065179825],0.0004148918690299592,1.9707465576442178e-09,4.439309132786562e-05
JZY,[0.1547744383110674],[0.15474563837051392],0.000186076853954461,8.294365758846858e-10,2.879994055349222e-05
JZZ,[-0.23580587094563144],[-0.2357800453901291],0.00010952040930439824,6.669593170047364e-10,2.5825555502345665e-05
