,treino,previsto,MAPE,MSE,AE
gamma1,[0.31450434093874435],[0.3054996132850647],0.028631489240504623,8.108512011694313e-05,0.009004727653679656
gamma2,[0.25508215274135215],[0.24465268850326538],0.04088668739071693,0.0001087737242935309,0.010429464238086772
gamma3,[0.33905230728624136],[0.34096941351890564],0.005654308174478168,3.6752963073202225e-06,0.0019171062326642785
gamma4,[0.27594881602881005],[0.2772068977355957],0.004559112537211625,1.5827695809486992e-06,0.001258081706785652
JXX,[-0.25881137975062707],[-0.25439149141311646],0.017077642960558054,1.9535412916062333e-05,0.0044198883375106135
JXY,[0.8152502726521875],[0.8190297484397888],0.004635969976809492,1.4284437229064422e-05,0.003779475787601294
JXZ,[-0.2079467635711556],[-0.19448256492614746],0.0647482962166946,0.00018128464515223907,0.01346419864500814
JYX,[-0.587893141865695],[-0.5698791146278381],0.030641669301820437,0.00032450517732624787,0.018014027237856833
JYY,[0.6355952820309936],[0.6325489282608032],0.004792914384851913,9.280271293153006e-06,0.0030463537701903576
JYZ,[0.5175681866126696],[0.5026190280914307],0.02888345711330659,0.0002234773404931297,0.014949158521238903
JZX,[0.3965657038489854],[0.38898175954818726],0.019124054922525852,5.7516211157608254e-05,0.007583944300798118
JZY,[-0.95637294402159],[-0.9946286082267761],0.04000078049502255,0.001463495843779958,0.03825566420518611
JZZ,[-0.18553914661270632],[-0.19152607023715973],0.032267711336144554,3.5843254485038364e-05,0.005986923624453411
