,treino,previsto,MAPE,MSE,AE
gamma1,[0.966730948165597],[0.9002796411514282],0.0687381604367402,0.0044157762038913185,0.06645130701416879
gamma2,[0.8038946734021046],[0.5544607043266296],0.3102819030008788,0.06221730492874501,0.249433969075475
gamma3,[0.41903060141150406],[0.38450074195861816],0.0824041474216253,0.0011923111938360533,0.03452985945288589
gamma4,[0.8718372477591566],[0.7755102515220642],0.11048736043874849,0.009278890204060813,0.0963269962370924
JXX,[0.16151432986791336],[0.14870195090770721],0.07932657721877762,0.00016415705461993323,0.01281237896020615
JXY,[-0.5885520020378399],[-0.7050741314888],0.19798102639614948,0.013577406651786323,0.11652212945096019
JXZ,[0.28393873546227],[0.19054847955703735],0.32890988175032715,0.00872173989804484,0.09339025590523264
JYX,[0.8929708779032515],[0.8202716708183289],0.08141274131539951,0.005285174710776462,0.07269920708492261
JYY,[-0.9175870687900451],[-0.7766465544700623],0.15359906336281615,0.0198642285767813,0.1409405143199829
JYZ,[-0.10120076827109403],[-0.12822644412517548],0.26705010560478903,0.0007303871553698808,0.027025675854081443
JZX,[-0.2931088962646198],[-0.32027468085289],0.09268154237033074,0.0007379798522963007,0.027165784588270236
JZY,[-0.4241611986546143],[-0.4527205228805542],0.06733129837553845,0.0008156350002423563,0.028559324225939875
JZZ,[0.7538488993092554],[0.7951321601867676],0.05476330988257684,0.001704307628680731,0.04128326087751222
