,treino,previsto,MAPE,MSE,AE
gamma1,[0.06894367026654058],[0.08314449340105057],0.2059771851369199,0.00020166337769763408,0.014200823134509988
gamma2,[0.3200841593158338],[0.20584814250469208],0.3568936902573258,0.01304986753687545,0.1142360168111417
gamma3,[0.8250920180563502],[0.733054518699646],0.11154816352909923,0.008470901287835335,0.09203749935670424
gamma4,[0.8431495877420079],[0.8114379048347473],0.03761098074208381,0.0010056308328106418,0.03171168290726056
JXX,[0.7765361529049761],[0.6431165933609009],0.17181371278717741,0.01780077886893504,0.13341955954407525
JXY,[-0.20001120805797412],[-0.1233181282877922],0.38344391054301363,0.005881828484635487,0.07669307977018192
JXZ,[0.17724036554846423],[0.33709239959716797],0.9018940665916994,0.02555267278950794,0.15985203404870374
JYX,[0.7195733470855228],[0.6582835912704468],0.08517513338051916,0.003756434167871643,0.06128975581507601
JYY,[-0.5429215932707987],[-0.5186061263084412],0.044786332434984685,0.0005912419335975008,0.024315466962357535
JYZ,[0.03143456804703959],[-0.12254133820533752],4.898298778019254,0.023708579706240827,0.15397590625237711
JZX,[0.16746097114721215],[0.09038342535495758],0.4602716995143721,0.0059409480653571,0.07707754579225456
JZY,[0.8943990439534582],[0.6623647809028625],0.25943035675099624,0.053839899229433,0.2320342630505956
JZZ,[-0.9356372202874645],[-0.7859936952590942],0.15993755034926244,0.02239318458291649,0.1496435250283703
