,treino,previsto,MAPE,MSE,AE
gamma1,[0.3297995475987595],[0.33154231309890747],0.0052843174371732015,3.0372315885059626e-06,0.001742765500147958
gamma2,[0.1675882811446039],[0.16687199473381042],0.004274084117942686,5.130662222873848e-07,0.0007162864107934652
gamma3,[0.6317971572750811],[0.6426275968551636],0.017142273363168894,0.00011729842149781655,0.010830439580082452
gamma4,[0.8937793635045664],[0.9201111793518066],0.02946120365096757,0.0006933645258129703,0.026331815847240203
JXX,[-0.01102512804113065],[-0.03146173059940338],1.8536385683713943,0.00041765472412479956,0.020436602558272732
JXY,[0.11338346029479829],[0.1062752828001976],0.0626914849495627,5.05261872947477e-05,0.007108177494600687
JXZ,[0.6194855109905537],[0.6099039912223816],0.015466898899461467,9.180552106787311e-05,0.00958151976817212
JYX,[-0.358768861095224],[-0.3742333650588989],0.04310436506798834,0.0002391508828425178,0.015464503963674936
JYY,[-0.35806504184041565],[-0.3667505383491516],0.024256756437583078,7.54378496032645e-05,0.008685496508735957
JYZ,[0.38633367460551105],[0.38876625895500183],0.006296588957653562,5.917466617387506e-06,0.002432584349490785
JZX,[-0.02766565445920155],[-0.037914030253887177],0.370436774224838,0.00010502920642909825,0.010248375794685627
JZY,[-0.2813102593254373],[-0.28354883193969727],0.007957664322758488,5.011207349314718e-06,0.0022385726142599705
JZZ,[-0.188999914209238],[-0.1814061850309372],0.04017847949864119,5.766472283337713e-05,0.007593729178300812
