,treino,previsto,MAPE,MSE,AE
gamma1,[0.6658137355569159],[0.6656525731086731],0.00024205335461879719,2.5973334723620996e-08,0.00016116244824282422
gamma2,[0.1854598161134392],[0.1855546534061432],0.0005113630256485201,8.9941120874216e-09,9.483729270398644e-05
gamma3,[0.3899285200718041],[0.38986867666244507],0.00015347276815768835,3.581233643714896e-09,5.9843409359050526e-05
gamma4,[0.23942936687819738],[0.2394641786813736],0.00014539487628485089,1.2118616403795804e-09,3.481180317621568e-05
JXX,[-0.3843864905324452],[-0.3844304382801056],0.00011433218581509216,1.931404524419266e-09,4.394774766036669e-05
JXY,[0.15591575435007843],[0.1559211164712906],3.439114433632267e-05,2.8752343893898112e-11,5.362121212160176e-06
JXZ,[-0.4687639291636485],[-0.4687609076499939],6.445704258861513e-06,9.129544764999427e-12,3.0215136546107857e-06
JYX,[0.6157921028659785],[0.615760087966919],5.1989785043640635e-05,1.0249537617946908e-09,3.2014899059573665e-05
JYY,[-0.0655655579974792],[-0.06565907597541809],0.0014263277976293502,8.745612197777584e-09,9.351797793888394e-05
JYZ,[-0.3349603865251771],[-0.3349401354789734],6.0458033303027704e-05,4.10104872345777e-10,2.025104620373419e-05
JZX,[0.7935051924165137],[0.7933673858642578],0.0001736681165705474,1.8990645844665196e-08,0.00013780655225592575
JZY,[0.5848239797390551],[0.5847133994102478],0.00018908309617643627,1.2228009119127478e-08,0.00011058032880728597
JZZ,[0.7192273898749051],[0.7192326784133911],7.353082711359981e-06,2.7968639318175308e-11,5.288538486025729e-06
