,treino,previsto,MAPE,MSE,AE
gamma1,[0.24367290875238423],[0.24362607300281525],0.00019220745469320465,2.1935874376887054e-09,4.6835749568985285e-05
gamma2,[0.6032954889560167],[0.6033309102058411],5.871293665009607e-05,1.2546649391199602e-09,3.542124982436334e-05
gamma3,[0.3705706730496453],[0.3705398738384247],8.311292139541809e-05,9.485914118125095e-10,3.079921122062235e-05
gamma4,[0.4904333667289672],[0.49046847224235535],7.158059742608365e-05,1.2323970702452313e-09,3.510551338814505e-05
JXX,[-0.8329589576928287],[-0.8329023122787476],6.800504821753025e-05,3.2087029364220643e-09,5.6645414081124557e-05
JXY,[-0.6552513842656074],[-0.6551884412765503],9.605929963446623e-05,3.9618198714382755e-09,6.294298905706874e-05
JXZ,[0.3676231008548627],[0.367723286151886],0.00027252176696812856,1.0037093739640777e-08,0.00010018529702326973
JYX,[-0.6772806584499753],[-0.6770381331443787],0.00035808686188041456,5.88185238547497e-08,0.00024252530559665253
JYY,[0.8984180459228328],[0.898277759552002],0.00015614821125588233,1.9680265840892302e-08,0.0001402863708308555
JYZ,[0.6886560437412614],[0.6887692213058472],0.00016434556207605707,1.2809161125557394e-08,0.00011317756458573136
JZX,[0.4847330814617574],[0.4847661554813385],6.823140579005468e-05,1.0938907712497164e-09,3.3074019581080805e-05
JZY,[-0.069108702867124],[-0.06931405514478683],0.0029714387500176646,4.216955794131168e-08,0.00020535227766282915
JZZ,[0.654012639158295],[0.6537477970123291],0.00040494958370642726,7.014136227981958e-08,0.0002648421459658934
