,treino,previsto,MAPE,MSE,AE
gamma1,[0.8171021370471873],[0.766545832157135],0.06187268714380152,0.002555939964135921,0.05055630489005225
gamma2,[0.10262153210647951],[0.1479153335094452],0.44136742526869605,0.0020515284455312963,0.04529380140296568
gamma3,[0.8637801669945345],[0.8161749243736267],0.05511268311073532,0.0022662591249954984,0.04760524262090782
gamma4,[0.09579963227952204],[0.06299880892038345],0.34238986704492846,0.0010758940130374116,0.03280082335913859
JXX,[0.5830518719229318],[0.48186060786247253],0.17355447934113627,0.010239671922153604,0.10119126406045931
JXY,[-0.9379325277179429],[-0.9523252248764038],0.015345130628403928,0.00020714973149516908,0.014392697158460921
JXZ,[0.6754839419077516],[0.5822998285293579],0.1379516337800959,0.008683278986117334,0.09318411337839372
JYX,[-0.3650404551155011],[-0.4102606475353241],0.12387720809058012,0.0020448658024858177,0.045220192419823
JYY,[-0.9759637002846477],[-0.8965046405792236],0.08141599906046632,0.006313742169270153,0.0794590597054241
JYZ,[-0.8606398745222861],[-0.870995819568634],0.012032843646822913,0.00010724559780297883,0.010355945046347959
JZX,[0.004466619199896327],[-0.003068513935431838],1.6869880323585813,5.677823136712046e-05,0.007535133135328165
JZY,[0.2631832108452503],[0.23889382183551788],0.09229079975019533,0.0005899744184661107,0.02428938900973243
JZZ,[0.642755936407096],[0.6300705075263977],0.019735996452413782,0.0001609201058872557,0.012685428880698346
