,treino,previsto,MAPE,MSE,AE
gamma1,[0.3297995475987595],[0.3297814130783081],5.498649280583606e-05,3.2886083200250517e-10,1.8134520451407177e-05
gamma2,[0.1675882811446039],[0.16755510866641998],0.00019794032110923183,1.1004133088617937e-09,3.317247818390712e-05
gamma3,[0.6317971572750811],[0.6317092180252075],0.0001391890559509353,7.733311668332008e-09,8.793924987360313e-05
gamma4,[0.8937793635045664],[0.8934228420257568],0.0003988920458083278,1.271075648525852e-07,0.0003565214788096016
JXX,[-0.01102512804113065],[-0.010992368683218956],0.0029713358238997885,1.073175530786442e-09,3.27593579116936e-05
JXY,[0.11338346029479829],[0.11348278820514679],0.0008760352708432737,9.86603377419989e-09,9.932791034850119e-05
JXZ,[0.6194855109905537],[0.619574248790741],0.00014324435134142842,7.874397182073227e-09,8.873780018725519e-05
JYX,[-0.358768861095224],[-0.3586371839046478],0.0003670251375054901,1.7338882518031063e-08,0.00013167719057616267
JYY,[-0.35806504184041565],[-0.35789453983306885],0.00047617607815173674,2.907093450929051e-08,0.00017050200734680665
JYZ,[0.38633367460551105],[0.38622674345970154],0.00027678442972566735,1.1434269944134241e-08,0.00010693114580950791
JZX,[-0.02766565445920155],[-0.027684776112437248],0.0006911693798495614,3.6563762246630226e-10,1.9121653235698588e-05
JZY,[-0.2813102593254373],[-0.2812311053276062],0.00028137615037894406,6.265355372644834e-09,7.9153997831094e-05
JZZ,[-0.188999914209238],[-0.18901823461055756],9.693338431501674e-05,3.3563710450934233e-10,1.8320401319549262e-05
