,treino,previsto,MAPE,MSE,AE
gamma1,[0.029797219438070344],[0.02979959174990654],7.9615208429994e-05,5.627863448156772e-12,2.372311836196239e-06
gamma2,[0.21863797480360336],[0.21862249076366425],7.082045080698593e-05,2.3975549283618966e-10,1.5484039939117622e-05
gamma3,[0.5053552881033624],[0.5054217576980591],0.0001315304227767355,4.418207019142801e-09,6.646959469669422e-05
gamma4,[0.026535969683863625],[0.02651873044669628],0.0006496554440151713,2.9719129811191914e-10,1.7239237167343546e-05
JXX,[0.2788535969157675],[0.2788217067718506],0.0001143616014626692,1.0169812790414108e-09,3.1890143916912805e-05
JXY,[-0.9499784895546661],[-0.9500407576560974],6.554685407716388e-05,3.877316455856704e-09,6.226810143128425e-05
JXZ,[-0.4499413632617615],[-0.44990992546081543],6.987088432624329e-05,9.883353283237609e-10,3.143780094605475e-05
JYX,[-0.5535785237023545],[-0.553592324256897],2.49297144877968e-05,1.904553056798481e-10,1.3800554542475751e-05
JYY,[0.4729424283280248],[0.47297242283821106],6.342106013262163e-05,8.996706413136405e-10,2.999451018625976e-05
JYZ,[0.3533989748458226],[0.35337260365486145],7.46215830780657e-05,6.954397127100094e-10,2.6371190961160806e-05
JZX,[0.7843591354096908],[0.7843411564826965],2.292180479914709e-05,3.2324181586596337e-10,1.7978926994288713e-05
JZY,[-0.8261223347411677],[-0.8261922597885132],8.464248502299034e-05,4.8895122462686126e-09,6.99250473454871e-05
JZZ,[-0.15615636062945915],[-0.15615525841712952],7.0583889454515915e-06,1.2148720195860256e-12,1.1022123296289266e-06
