,treino,previsto,MAPE,MSE,AE
gamma1,[0.054617199380894155],[0.05466702580451965],0.0009122844852958274,2.4826724913076458e-09,4.9826423625498606e-05
gamma2,[0.15353892261428348],[0.15356574952602386],0.00017472385036710909,7.196831935264177e-10,2.6826911740385206e-05
gamma3,[0.3013103050049145],[0.3012751042842865],0.00011682547872845097,1.2390907327315407e-09,3.5200720628014714e-05
gamma4,[0.8115833565754772],[0.8114110827445984],0.00021226880699689324,2.9678272805661092e-08,0.00017227383087881076
JXX,[-0.007687660399174678],[-0.007780218031257391],0.012039765972577209,8.566915256758792e-09,9.255763208271262e-05
JXY,[0.7135280737268923],[0.7135831713676453],7.721860257742801e-05,3.0357500165416485e-09,5.5097640752954646e-05
JXZ,[-0.8226115535480942],[-0.8226115703582764],2.0435139845372027e-08,2.8258222341772463e-16,1.6810182135174045e-08
JYX,[-0.24315592595339663],[-0.2432178109884262],0.00025450761599548683,3.829757560611613e-09,6.18850350295741e-05
JYY,[-0.901677355883151],[-0.9017284512519836],5.666702008124244e-05,2.6107367161427123e-09,5.1095368832632104e-05
JYZ,[0.29958585220893297],[0.2996128797531128],9.021635694924587e-05,7.304881443923983e-10,2.7027544179825114e-05
JZX,[-0.6216283712709287],[-0.6216858625411987],9.24849523075208e-05,3.305246157257459e-09,5.749127026999368e-05
JZY,[-0.3820884662461579],[-0.3820566236972809],8.333815775661023e-05,1.0139479189843602e-09,3.184254887700355e-05
JZZ,[0.6372988369628543],[0.6373247504234314],4.0661396309171226e-05,6.715074390819792e-10,2.5913460577120517e-05
